1 1.005 1.02007 1.04534 1.08107 1.12763 1.18547 1.25517 1.33743 1.43309 1.54308 1.66852 1.81066 1.97091 2.1509 2.35241 2.57746 2.82832 3.10747 3.41773 3.7622 4.14431 4.56791 5.03722 5.55695 6.13229 6.76901 7.47347 8.25273 9.11458 10.0677 11.1215 12.2866 13.5748 14.9987 16.5728 18.3128 20.236 22.3618 24.7113 27.3082 30.1784 33.3507 36.8567 40.7316 45.0141 49.7472 54.9781 60.7593 67.1486 74.2099
0 0.534204 0.771262 0.911051 1.01745 1.11392 1.21052 1.31236 1.4225 1.54313 1.67604 1.82285 1.98517 2.16465 2.36301 2.58213 2.82406 3.091 3.38541 3.70994 4.06753 4.4614 4.89508 5.37245 5.89776 6.47566 7.11124 7.81005 8.57813 9.42207 10.349 11.3666 12.4833 13.7077 15.0494 16.5182 18.1241 19.8774 21.7876 23.8634 26.1106 28.5307 31.1161 33.8436 36.6593 39.4474 41.9582 43.6195 42.9955 36.0492 10
0 0.360551 0.619725 0.810151 0.963766 1.10009 1.23034 1.36124 1.49707 1.6409 1.79509 1.96169 2.14254 2.33948 2.55435 2.78906 3.04563 3.32624 3.63321 3.96908 4.33658 4.73867 5.17856 5.65975 6.18599 6.76136 7.39025 8.07734 8.82767 9.64657 10.5397 11.5128 12.572 13.7235 14.973 16.3264 17.7882 19.3617 21.048 22.844 24.7403 26.7175 28.7395 30.7425 32.6145 34.1582 35.0187 34.5461 31.554 24.0527 10
0 0.288276 0.536937 0.746061 0.927373 1.09232 1.24953 1.40517 1.56366 1.7283 1.90175 2.08625 2.28383 2.4964 2.72585 2.97411 3.24317 3.5351 3.85213 4.1966 4.57104 4.97813 5.42075 5.90198 6.42509 6.99355 7.61105 8.28141 9.00865 9.79687 10.6502 11.5729 12.5686 13.641 14.7929 16.0261 17.3404 18.7334 20.1987 21.7242 23.289 24.8595 26.382 27.7723 28.898 29.5521 29.4122 27.9921 24.6217 18.6077 10
0 0.255615 0.493687 0.709782 0.907349 1.09227 1.2703 1.44627 1.62408 1.8069 1.99736 2.19774 2.41012 2.63643 2.87855 3.13838 3.41783 3.71888 4.0436 4.39416 4.77284 5.18206 5.62433 6.10233 6.61883 7.17672 7.77897 8.4286 9.12864 9.88204 10.6916 11.5598 12.4885 13.4791 14.5316 15.6445 16.814 18.0328 19.2893 20.565 21.8321 23.0494 24.1567 25.0665 25.6533 25.74 25.086 23.3886 20.3328 15.7564 10
0 0.240498 0.472414 0.692031 0.899969 1.09913 1.29312 1.48551 1.67949 1.87785 2.08304 2.29724 2.52248 2.76064 3.01355 3.28302 3.57088 3.87898 4.20923 4.56359 4.94412 5.35292 5.7922 6.26418 6.77119 7.31552 7.89951 8.52538 9.19527 9.91106 10.6743 11.4861 12.3466 13.2553 14.2099 15.2064 16.2381 17.2946 18.3606 19.4143 20.4249 21.3494 22.1289 22.6838 22.9086 22.6687 21.8032 20.1434 17.5646 14.0852 10
0 0.233965 0.463438 0.685958 0.90137 1.11114 1.31756 1.52318 1.73052 1.94197 2.1597 2.38572 2.62192 2.8701 3.13198 3.40928 3.7037 4.01694 4.35074 4.70686 5.08712 5.49333 5.92734 6.39102 6.88621 7.41468 7.97815 8.57815 9.21599 9.89262 10.6085 11.3636 12.1566 12.9855 13.8463 14.7332 15.6375 16.5468 17.4443 18.3069 19.1038 19.7943 20.3257 20.6311 20.6286 20.2231 19.3145 17.8174 15.6969 13.0199 10
0 0.231923 0.461417 0.686992 0.908414 1.12651 1.34278 1.55911 1.77746 1.99981 2.22806 2.46401 2.70938 2.96585 3.235 3.51843 3.81768 4.13433 4.46992 4.82601 5.20416 5.60592 6.03282 6.48635 6.96793 7.47885 8.02027 8.59309 9.19791 9.8349 10.5036 11.203 11.9308 12.6837 13.4567 14.2426 15.0317 15.8109 16.5629 17.2652 17.8891 18.3983 18.7484 18.8864 18.7517 18.2806 17.4143 16.1147 14.3856 12.2975 10
0 0.23231 0.463314 0.69218 0.918786 1.14369 1.36796 1.59301 1.8204 2.05176 2.28872 2.53287 2.78576 3.0489 3.32375 3.61174 3.91429 4.23278 4.5686 4.92309 5.29759 5.69337 6.11168 6.55364 7.0203 7.51253 8.03098 8.57603 9.14767 9.74541 10.3681 11.014 11.6799 12.3619 13.0541 13.7488 14.4359 15.1022 15.7311 16.3019 16.7889 17.1614 17.3834 17.4143 17.2113 16.7331 15.9475 14.8415 13.4335 11.7845 10
0 0.234004 0.467347 0.699628 0.930862 1.1615 1.39237 1.62457 1.85937 2.09811 2.34219 2.593 2.8519 3.12025 3.39935 3.69049 3.99494 4.31391 4.64861 5.00018 5.36973 5.75831 6.16686 6.59623 7.04711 7.51999 8.0151 8.53238 9.07133 9.63094 10.2096 10.8048 11.4131 12.0299 12.649 13.2627 13.8608 14.4309 14.9576 15.4224 15.8033 16.0751 16.2094 16.1762 15.9459 15.493 14.8012 13.8702 12.7223 11.4071 10
