         t             x1             x2             v1             v2             p1             p2
  0.220000       0.952564      -0.780807      -0.424187       0.173295      -0.424187       0.346590
  0.225000       0.950420      -0.779931      -0.433212       0.177130      -0.433212       0.354260
  0.230000       0.948231      -0.779036      -0.442199       0.180958      -0.442199       0.361917
  0.235000       0.945998      -0.778121      -0.451148       0.184781      -0.451148       0.369561
  0.240000       0.943720      -0.777188      -0.460057       0.188596      -0.460057       0.377192
  0.245000       0.941398      -0.776235      -0.468927       0.192405      -0.468927       0.384809
  0.250000       0.939031      -0.775264      -0.477756       0.196207      -0.477756       0.392413
  0.255000       0.936620      -0.774273      -0.486545       0.200001      -0.486545       0.400003
  0.260000       0.934165      -0.773264      -0.495292       0.203789      -0.495292       0.407579
  0.265000       0.931667      -0.772235      -0.503997       0.207570      -0.503997       0.415140
  0.270000       0.929126      -0.771188      -0.512659       0.211343      -0.512659       0.422686
  0.275000       0.926541      -0.770122      -0.521278       0.215109      -0.521278       0.430218
  0.280000       0.923913      -0.769037      -0.529853       0.218867      -0.529853       0.437735
  0.285000       0.921242      -0.767933      -0.538384       0.222618      -0.538384       0.445236
  0.290000       0.918529      -0.766811      -0.546870       0.226361      -0.546870       0.452722
  0.295000       0.915774      -0.765670      -0.555310       0.230096      -0.555310       0.460192
  0.300000       0.912976      -0.764510      -0.563705       0.233823      -0.563705       0.467647
  0.305000       0.910137      -0.763331      -0.572053       0.237542      -0.572053       0.475085
  0.310000       0.907256      -0.762134      -0.580354       0.241253      -0.580354       0.482506
  0.315000       0.904333      -0.760919      -0.588607       0.244956      -0.588607       0.489911
  0.320000       0.901370      -0.759685      -0.596812       0.248650      -0.596812       0.497300
  0.325000       0.898365      -0.758432      -0.604969       0.252335      -0.604969       0.504671
  0.330000       0.895320      -0.757162      -0.613076       0.256012      -0.613076       0.512025
  0.335000       0.892234      -0.755872      -0.621134       0.259681      -0.621134       0.519361
  0.340000       0.889109      -0.754565      -0.629142       0.263340      -0.629142       0.526680
  0.345000       0.885943      -0.753239      -0.637100       0.266991      -0.637100       0.533981
  0.350000       0.882738      -0.751895      -0.645006       0.270632      -0.645006       0.541264
  0.355000       0.879493      -0.750533      -0.652861       0.274264      -0.652861       0.548529
  0.360000       0.876209      -0.749152      -0.660664       0.277887      -0.660664       0.555775
  0.365000       0.872887      -0.747754      -0.668415       0.281501      -0.668415       0.563002
  0.370000       0.869525      -0.746337      -0.676113       0.285105      -0.676113       0.570211
  0.375000       0.866126      -0.744903      -0.683758       0.288700      -0.683758       0.577400
  0.380000       0.862688      -0.743450      -0.691349       0.292285      -0.691349       0.584570
  0.385000       0.859212      -0.741980      -0.698886       0.295860      -0.698886       0.591720
  0.390000       0.855699      -0.740492      -0.706369       0.299425      -0.706369       0.598851
  0.395000       0.852149      -0.738986      -0.713797       0.302981      -0.713797       0.605962
  0.400000       0.848561      -0.737462      -0.721170       0.306526      -0.721170       0.613052
  0.405000       0.844937      -0.735920      -0.728487       0.310061      -0.728487       0.620122
  0.410000       0.841276      -0.734361      -0.735748       0.313586      -0.735748       0.627172
  0.415000       0.837580      -0.732785      -0.742952       0.317100      -0.742952       0.634201
  0.420000       0.833847      -0.731190      -0.750100       0.320604      -0.750100       0.641209
  0.425000       0.830079      -0.729579      -0.757191       0.324098      -0.757191       0.648196
  0.430000       0.826275      -0.727949      -0.764225       0.327581      -0.764225       0.655161
  0.435000       0.822437      -0.726303      -0.771200       0.331053      -0.771200       0.662105
  0.440000       0.818563      -0.724639      -0.778118       0.334514      -0.778118       0.669027
  0.445000       0.814655      -0.722958      -0.784977       0.337964      -0.784977       0.675928
  0.450000       0.810714      -0.721259      -0.791777       0.341403      -0.791777       0.682806
  0.455000       0.806738      -0.719544      -0.798519       0.344831      -0.798519       0.689662
  0.460000       0.802728      -0.717811      -0.805200       0.348247      -0.805200       0.696495
  0.465000       0.798686      -0.716061      -0.811823       0.351653      -0.811823       0.703306
  0.470000       0.794610      -0.714294      -0.818385       0.355047      -0.818385       0.710094
  0.475000       0.790502      -0.712511      -0.824887       0.358429      -0.824887       0.716858
  0.480000       0.786362      -0.710710      -0.831329       0.361800      -0.831329       0.723600
  0.485000       0.782189      -0.708893      -0.837710       0.365159      -0.837710       0.730318
  0.490000       0.777985      -0.707059      -0.844030       0.368506      -0.844030       0.737012
  0.495000       0.773749      -0.705208      -0.850288       0.371842      -0.850288       0.743683
  0.500000       0.769482      -0.703340      -0.856485       0.375165      -0.856485       0.750330
  0.505000       0.765184      -0.701456      -0.862620       0.378476      -0.862620       0.756952
  0.510000       0.760856      -0.699555      -0.868694       0.381775      -0.868694       0.763551
  0.515000       0.756497      -0.697638      -0.874705       0.385062      -0.874705       0.770125
  0.520000       0.752109      -0.695705      -0.880654       0.388337      -0.880654       0.776674
  0.525000       0.747691      -0.693755      -0.886540       0.391599      -0.886540       0.783198
  0.530000       0.743243      -0.691789      -0.892363       0.394848      -0.892363       0.789697
  0.535000       0.738767      -0.689806      -0.898123       0.398085      -0.898123       0.796171
  0.540000       0.734262      -0.687808      -0.903820       0.401310      -0.903820       0.802620
  0.545000       0.729729      -0.685793      -0.909454       0.404521      -0.909454       0.809043
  0.550000       0.725168      -0.683763      -0.915024       0.407720      -0.915024       0.815440
  0.555000       0.720579      -0.681716      -0.920530       0.410906      -0.920530       0.821811
  0.560000       0.715963      -0.679654      -0.925973       0.414078      -0.925973       0.828157
  0.565000       0.711319      -0.677575      -0.931351       0.417238      -0.931351       0.834476
  0.570000       0.706649      -0.675481      -0.936666       0.420384      -0.936666       0.840769
  0.575000       0.701953      -0.673372      -0.941916       0.423517      -0.941916       0.847035
  0.580000       0.697230      -0.671246      -0.947101       0.426637      -0.947101       0.853274
  0.585000       0.692482      -0.669105      -0.952222       0.429744      -0.952222       0.859487
  0.590000       0.687708      -0.666949      -0.957278       0.432836      -0.957278       0.865673
  0.595000       0.682909      -0.664777      -0.962270       0.435916      -0.962270       0.871831
  0.600000       0.678086      -0.662590      -0.967196       0.438981      -0.967196       0.877962
  0.605000       0.673237      -0.660387      -0.972058       0.442033      -0.972058       0.884066
  0.610000       0.668365      -0.658169      -0.976854       0.445071      -0.976854       0.890142
  0.615000       0.663469      -0.655936      -0.981586       0.448095      -0.981586       0.896190
  0.620000       0.658549      -0.653688      -0.986252       0.451105      -0.986252       0.902210
  0.625000       0.653607      -0.651425      -0.990852       0.454101      -0.990852       0.908202
  0.630000       0.648641      -0.649147      -0.995387       0.457083      -0.995387       0.914166
  0.635000       0.643653      -0.646855      -0.999857       0.460050      -0.999857       0.920101
  0.640000       0.638642      -0.644547      -1.004261       0.463004      -1.004261       0.926008
  0.645000       0.633610      -0.642225      -1.008600       0.465943      -1.008600       0.931886
  0.650000       0.628557      -0.639888      -1.012873       0.468867      -1.012873       0.937735
  0.655000       0.623482      -0.637536      -1.017081       0.471778      -1.017081       0.943555
  0.660000       0.618386      -0.635170      -1.021222       0.474673      -1.021222       0.949346
  0.665000       0.613270      -0.632789      -1.025298       0.477554      -1.025298       0.955108
  0.670000       0.608133      -0.630394      -1.029309       0.480420      -1.029309       0.960840
  0.675000       0.602977      -0.627985      -1.033253       0.483271      -1.033253       0.966543
  0.680000       0.597801      -0.625562      -1.037132       0.486108      -1.037132       0.972216
  0.685000       0.592605      -0.623124      -1.040945       0.488929      -1.040945       0.977859
  0.690000       0.587391      -0.620672      -1.044693       0.491736      -1.044693       0.983472
  0.695000       0.582158      -0.618207      -1.048374       0.494528      -1.048374       0.989055
  0.700000       0.576908      -0.615727      -1.051990       0.497304      -1.051990       0.994608
  0.705000       0.571639      -0.613234      -1.055540       0.500065      -1.055540       1.000131
  0.710000       0.566352      -0.610727      -1.059025       0.502811      -1.059025       1.005622
  0.715000       0.561049      -0.608206      -1.062444       0.505542      -1.062444       1.011084
  0.720000       0.555728      -0.605671      -1.065797       0.508257      -1.065797       1.016514
  0.725000       0.550391      -0.603123      -1.069085       0.510957      -1.069085       1.021914
  0.730000       0.545037      -0.600562      -1.072307       0.513641      -1.072307       1.027282
  0.735000       0.539668      -0.597987      -1.075464       0.516310      -1.075464       1.032620
  0.740000       0.534283      -0.595398      -1.078555       0.518963      -1.078555       1.037926
  0.745000       0.528882      -0.592797      -1.081581       0.521600      -1.081581       1.043201
  0.750000       0.523467      -0.590183      -1.084542       0.524222      -1.084542       1.048444
  0.755000       0.518037      -0.587555      -1.087437       0.526828      -1.087437       1.053656
  0.760000       0.512593      -0.584914      -1.090268       0.529418      -1.090268       1.058836
  0.765000       0.507134      -0.582261      -1.093033       0.531992      -1.093033       1.063984
  0.770000       0.501662      -0.579594      -1.095733       0.534550      -1.095733       1.069100
  0.775000       0.496177      -0.576915      -1.098368       0.537092      -1.098368       1.074184
  0.780000       0.490679      -0.574223      -1.100939       0.539618      -1.100939       1.079236
  0.785000       0.485168      -0.571519      -1.103445       0.542128      -1.103445       1.084255
  0.790000       0.479645      -0.568802      -1.105886       0.544621      -1.105886       1.089242
  0.795000       0.474109      -0.566073      -1.108263       0.547098      -1.108263       1.094197
  0.800000       0.468562      -0.563331      -1.110575       0.549559      -1.110575       1.099119
  0.805000       0.463004      -0.560577      -1.112824       0.552004      -1.112824       1.104008
  0.810000       0.457434      -0.557811      -1.115008       0.554432      -1.115008       1.108864
  0.815000       0.451854      -0.555033      -1.117128       0.556844      -1.117128       1.113687
  0.820000       0.446263      -0.552243      -1.119184       0.559239      -1.119184       1.118478
  0.825000       0.440662      -0.549441      -1.121176       0.561617      -1.121176       1.123235
  0.830000       0.435051      -0.546627      -1.123105       0.563979      -1.123105       1.127958
  0.835000       0.429431      -0.543801      -1.124970       0.566324      -1.124970       1.132649
  0.840000       0.423801      -0.540963      -1.126772       0.568653      -1.126772       1.137306
  0.845000       0.418163      -0.538114      -1.128510       0.570965      -1.128510       1.141929
  0.850000       0.412517      -0.535254      -1.130186       0.573260      -1.130186       1.146519
  0.855000       0.406862      -0.532382      -1.131799       0.575538      -1.131799       1.151075
  0.860000       0.401199      -0.529499      -1.133348       0.577799      -1.133348       1.155598
  0.865000       0.395528      -0.526604      -1.134836       0.580043      -1.134836       1.160086
  0.870000       0.389850      -0.523698      -1.136261       0.582270      -1.136261       1.164540
  0.875000       0.384166      -0.520781      -1.137623       0.584480      -1.137623       1.168960
  0.880000       0.378474      -0.517853      -1.138924       0.586673      -1.138924       1.173347
  0.885000       0.372776      -0.514915      -1.140162       0.588849      -1.140162       1.177698
  0.890000       0.367073      -0.511965      -1.141339       0.591008      -1.141339       1.182016
  0.895000       0.361363      -0.509004      -1.142455       0.593149      -1.142455       1.186299
  0.900000       0.355648      -0.506033      -1.143509       0.595274      -1.143509       1.190547
  0.905000       0.349928      -0.503052      -1.144501       0.597381      -1.144501       1.194761
  0.910000       0.344203      -0.500060      -1.145433       0.599470      -1.145433       1.198940
  0.915000       0.338474      -0.497057      -1.146304       0.601542      -1.146304       1.203085
  0.920000       0.332740      -0.494044      -1.147114       0.603597      -1.147114       1.207194
  0.925000       0.327003      -0.491021      -1.147864       0.605634      -1.147864       1.211269
  0.930000       0.321262      -0.487988      -1.148554       0.607654      -1.148554       1.215309
  0.935000       0.315518      -0.484945      -1.149183       0.609657      -1.149183       1.219313
  0.940000       0.309770      -0.481891      -1.149753       0.611641      -1.149753       1.223283
  0.945000       0.304020      -0.478828      -1.150263       0.613609      -1.150263       1.227217
  0.950000       0.298268      -0.475755      -1.150714       0.615558      -1.150714       1.231116
  0.955000       0.292513      -0.472673      -1.151106       0.617490      -1.151106       1.234980
  0.960000       0.286757      -0.469580      -1.151438       0.619404      -1.151438       1.238808
  0.965000       0.280999      -0.466479      -1.151712       0.621301      -1.151712       1.242601
  0.970000       0.275240      -0.463367      -1.151927       0.623179      -1.151927       1.246358
  0.975000       0.269480      -0.460247      -1.152084       0.625040      -1.152084       1.250080
  0.980000       0.263719      -0.457117      -1.152183       0.626883      -1.152183       1.253766
  0.985000       0.257958      -0.453978      -1.152224       0.628708      -1.152224       1.257417
  0.990000       0.252197      -0.450830      -1.152207       0.630516      -1.152207       1.261031
  0.995000       0.246436      -0.447673      -1.152133       0.632305      -1.152133       1.264610
  1.000000       0.240676      -0.444507      -1.152001       0.634076      -1.152001       1.268153
  1.005000       0.234916      -0.441332      -1.151813       0.635830      -1.151813       1.271660
  1.010000       0.229157      -0.438149      -1.151568       0.637565      -1.151568       1.275131
  1.015000       0.223400      -0.434957      -1.151266       0.639283      -1.151266       1.278566
  1.020000       0.217645      -0.431756      -1.150909       0.640982      -1.150909       1.281965
  1.025000       0.211891      -0.428547      -1.150495       0.642664      -1.150495       1.285327
  1.030000       0.206140      -0.425329      -1.150025       0.644327      -1.150025       1.288654
  1.035000       0.200391      -0.422104      -1.149500       0.645972      -1.149500       1.291944
  1.040000       0.194645      -0.418870      -1.148919       0.647599      -1.148919       1.295198
  1.045000       0.188902      -0.415628      -1.148284       0.649208      -1.148284       1.298416
  1.050000       0.183162      -0.412378      -1.147594       0.650799      -1.147594       1.301597
  1.055000       0.177426      -0.409120      -1.146849       0.652371      -1.146849       1.304742
  1.060000       0.171694      -0.405854      -1.146050       0.653925      -1.146050       1.307850
  1.065000       0.165966      -0.402580      -1.145196       0.655461      -1.145196       1.310922
  1.070000       0.160242      -0.399299      -1.144289       0.656979      -1.144289       1.313958
  1.075000       0.154523      -0.396011      -1.143329       0.658478      -1.143329       1.316956
  1.080000       0.148809      -0.392715      -1.142315       0.659959      -1.142315       1.319919
  1.085000       0.143100      -0.389411      -1.141248       0.661422      -1.141248       1.322844
  1.090000       0.137397      -0.386100      -1.140128       0.662866      -1.140128       1.325733
  1.095000       0.131699      -0.382783      -1.138956       0.664293      -1.138956       1.328585
  1.100000       0.126007      -0.379458      -1.137732       0.665700      -1.137732       1.331400
  1.105000       0.120322      -0.376126      -1.136455       0.667089      -1.136455       1.334179
  1.110000       0.114643      -0.372787      -1.135127       0.668460      -1.135127       1.336921
  1.115000       0.108970      -0.369441      -1.133748       0.669813      -1.133748       1.339626
  1.120000       0.103305      -0.366089      -1.132317       0.671147      -1.132317       1.342294
  1.125000       0.097647      -0.362730      -1.130835       0.672463      -1.130835       1.344925
  1.130000       0.091997      -0.359364      -1.129303       0.673760      -1.129303       1.347519
  1.135000       0.086354      -0.355992      -1.127720       0.675038      -1.127720       1.350077
  1.140000       0.080720      -0.352614      -1.126087       0.676299      -1.126087       1.352597
  1.145000       0.075094      -0.349229      -1.124404       0.677540      -1.124404       1.355081
  1.150000       0.069476      -0.345838      -1.122672       0.678763      -1.122672       1.357527
  1.155000       0.063867      -0.342441      -1.120890       0.679968      -1.120890       1.359936
  1.160000       0.058267      -0.339039      -1.119059       0.681154      -1.119059       1.362309
  1.165000       0.052676      -0.335630      -1.117179       0.682322      -1.117179       1.364644
  1.170000       0.047095      -0.332215      -1.115251       0.683471      -1.115251       1.366942
  1.175000       0.041524      -0.328795      -1.113275       0.684602      -1.113275       1.369203
  1.180000       0.035963      -0.325369      -1.111250       0.685714      -1.111250       1.371428
  1.185000       0.030412      -0.321938      -1.109178       0.686807      -1.109178       1.373615
  1.190000       0.024871      -0.318501      -1.107059       0.687882      -1.107059       1.375764
  1.195000       0.019341      -0.315059      -1.104892       0.688939      -1.104892       1.377877
  1.200000       0.013822      -0.311612      -1.102678       0.689976      -1.102678       1.379953
  1.205000       0.008314      -0.308160      -1.100418       0.690996      -1.100418       1.381991
  1.210000       0.002818      -0.304702      -1.098112       0.691996      -1.098112       1.383993
  1.215000      -0.002667      -0.301240      -1.095759       0.692978      -1.095759       1.385957
  1.220000      -0.008140      -0.297772      -1.093360       0.693942      -1.093360       1.387884
  1.225000      -0.013600      -0.294300      -1.090917       0.694887      -1.090917       1.389774
  1.230000      -0.019049      -0.290824      -1.088427       0.695813      -1.088427       1.391626
  1.235000      -0.024484      -0.287342      -1.085893       0.696721      -1.085893       1.393442
  1.240000      -0.029907      -0.283856      -1.083314       0.697610      -1.083314       1.395220
  1.245000      -0.035317      -0.280366      -1.080691       0.698481      -1.080691       1.396961
  1.250000      -0.040714      -0.276872      -1.078024       0.699333      -1.078024       1.398665
  1.255000      -0.046098      -0.273373      -1.075313       0.700166      -1.075313       1.400332
  1.260000      -0.051467      -0.269870      -1.072558       0.700981      -1.072558       1.401962
  1.265000      -0.056823      -0.266363      -1.069760       0.701777      -1.069760       1.403554
  1.270000      -0.062165      -0.262852      -1.066918       0.702555      -1.066918       1.405110
  1.275000      -0.067492      -0.259338      -1.064034       0.703314      -1.064034       1.406628
  1.280000      -0.072805      -0.255819      -1.061108       0.704055      -1.061108       1.408109
  1.285000      -0.078103      -0.252297      -1.058140       0.704777      -1.058140       1.409553
  1.290000      -0.083386      -0.248771      -1.055129       0.705480      -1.055129       1.410960
  1.295000      -0.088654      -0.245242      -1.052077       0.706165      -1.052077       1.412330
  1.300000      -0.093907      -0.241710      -1.048983       0.706832      -1.048983       1.413663
  1.305000      -0.099144      -0.238174      -1.045849       0.707479      -1.045849       1.414959
  1.310000      -0.104366      -0.234635      -1.042673       0.708109      -1.042673       1.416217
  1.315000      -0.109571      -0.231093      -1.039457       0.708720      -1.039457       1.417439
  1.320000      -0.114760      -0.227548      -1.036201       0.709312      -1.036201       1.418624
  1.325000      -0.119933      -0.224000      -1.032905       0.709886      -1.032905       1.419771
  1.330000      -0.125089      -0.220449      -1.029569       0.710441      -1.029569       1.420882
  1.335000      -0.130228      -0.216895      -1.026194       0.710978      -1.026194       1.421956
  1.340000      -0.135351      -0.213339      -1.022779       0.711496      -1.022779       1.422993
  1.345000      -0.140456      -0.209780      -1.019326       0.711996      -1.019326       1.423992
  1.350000      -0.145544      -0.206219      -1.015834       0.712478      -1.015834       1.424955
  1.355000      -0.150614      -0.202656      -1.012303       0.712941      -1.012303       1.425881
  1.360000      -0.155667      -0.199090      -1.008735       0.713385      -1.008735       1.426771
  1.365000      -0.160702      -0.195522      -1.005129       0.713812      -1.005129       1.427623
  1.370000      -0.165718      -0.191952      -1.001485       0.714219      -1.001485       1.428439
  1.375000      -0.170717      -0.188380      -0.997804       0.714609      -0.997804       1.429218
  1.380000      -0.175696      -0.184806      -0.994086       0.714980      -0.994086       1.429960
  1.385000      -0.180657      -0.181230      -0.990331       0.715333      -0.990331       1.430665
  1.390000      -0.185600      -0.177652      -0.986540       0.715667      -0.986540       1.431334
  1.395000      -0.190523      -0.174073      -0.982713       0.715983      -0.982713       1.431966
  1.400000      -0.195427      -0.170493      -0.978850       0.716281      -0.978850       1.432562
  1.405000      -0.200311      -0.166911      -0.974951       0.716560      -0.974951       1.433120
  1.410000      -0.205176      -0.163327      -0.971017       0.716821      -0.971017       1.433643
  1.415000      -0.210021      -0.159742      -0.967048       0.717064      -0.967048       1.434129
  1.420000      -0.214847      -0.156156      -0.963045       0.717289      -0.963045       1.434578
  1.425000      -0.219652      -0.152570      -0.959006       0.717496      -0.959006       1.434991
  1.430000      -0.224437      -0.148982      -0.954934       0.717684      -0.954934       1.435368
  1.435000      -0.229201      -0.145393      -0.950827       0.717854      -0.950827       1.435708
  1.440000      -0.233945      -0.141803      -0.946687       0.718006      -0.946687       1.436012
  1.445000      -0.238668      -0.138213      -0.942513       0.718140      -0.942513       1.436279
  1.450000      -0.243370      -0.134622      -0.938306       0.718255      -0.938306       1.436511
  1.455000      -0.248051      -0.131030      -0.934066       0.718353      -0.934066       1.436706
  1.460000      -0.252710      -0.127438      -0.929793       0.718432      -0.929793       1.436865
  1.465000      -0.257349      -0.123846      -0.925488       0.718494      -0.925488       1.436988
  1.470000      -0.261965      -0.120253      -0.921151       0.718537      -0.921151       1.437075
  1.475000      -0.266560      -0.116661      -0.916782       0.718563      -0.916782       1.437125
  1.480000      -0.271133      -0.113068      -0.912382       0.718570      -0.912382       1.437140
  1.485000      -0.275684      -0.109475      -0.907950       0.718560      -0.907950       1.437119
  1.490000      -0.280212      -0.105882      -0.903487       0.718531      -0.903487       1.437062
  1.495000      -0.284719      -0.102290      -0.898994       0.718485      -0.898994       1.436969
  1.500000      -0.289202      -0.098697      -0.894470       0.718420      -0.894470       1.436841
  1.505000      -0.293663      -0.095105      -0.889915       0.718338      -0.889915       1.436677
  1.510000      -0.298101      -0.091514      -0.885331       0.718238      -0.885331       1.436477
  1.515000      -0.302517      -0.087923      -0.880716       0.718120      -0.880716       1.436241
  1.520000      -0.306909      -0.084333      -0.876073       0.717985      -0.876073       1.435970
  1.525000      -0.311277      -0.080743      -0.871400       0.717832      -0.871400       1.435663
  1.530000      -0.315623      -0.077154      -0.866698       0.717661      -0.866698       1.435321
  1.535000      -0.319944      -0.073567      -0.861967       0.717472      -0.861967       1.434944
  1.540000      -0.324242      -0.069980      -0.857208       0.717265      -0.857208       1.434531
  1.545000      -0.328516      -0.066394      -0.852421       0.717041      -0.852421       1.434082
  1.550000      -0.332766      -0.062809      -0.847605       0.716800      -0.847605       1.433599
  1.555000      -0.336992      -0.059226      -0.842763       0.716540      -0.842763       1.433080
  1.560000      -0.341194      -0.055644      -0.837892       0.716263      -0.837892       1.432527
  1.565000      -0.345371      -0.052063      -0.832995       0.715969      -0.832995       1.431938
  1.570000      -0.349524      -0.048484      -0.828070       0.715657      -0.828070       1.431314
  1.575000      -0.353652      -0.044907      -0.823119       0.715328      -0.823119       1.430656
  1.580000      -0.357755      -0.041331      -0.818142       0.714981      -0.818142       1.429962
  1.585000      -0.361833      -0.037757      -0.813138       0.714617      -0.813138       1.429234
  1.590000      -0.365886      -0.034185      -0.808108       0.714235      -0.808108       1.428471
  1.595000      -0.369914      -0.030615      -0.803053       0.713836      -0.803053       1.427673
  1.600000      -0.373917      -0.027047      -0.797972       0.713420      -0.797972       1.426840
  1.605000      -0.377894      -0.023481      -0.792867       0.712987      -0.792867       1.425973
  1.610000      -0.381845      -0.019917      -0.787736       0.712536      -0.787736       1.425072
  1.615000      -0.385771      -0.016355      -0.782580       0.712068      -0.782580       1.424136
  1.620000      -0.389671      -0.012796      -0.777401       0.711583      -0.777401       1.423166
  1.625000      -0.393545      -0.009240      -0.772197       0.711081      -0.772197       1.422161
  1.630000      -0.397393      -0.005685      -0.766969       0.710561      -0.766969       1.421123
  1.635000      -0.401215      -0.002134      -0.761717       0.710025      -0.761717       1.420050
  1.640000      -0.405010       0.001415      -0.756442       0.709471      -0.756442       1.418943
  1.645000      -0.408779       0.004961      -0.751144       0.708901      -0.751144       1.417802
  1.650000      -0.412522       0.008504      -0.745823       0.708314      -0.745823       1.416627
  1.655000      -0.416237       0.012044      -0.740479       0.707709      -0.740479       1.415419
  1.660000      -0.419926       0.015581      -0.735113       0.707088      -0.735113       1.414176
  1.665000      -0.423588       0.019115      -0.729724       0.706450      -0.729724       1.412900
  1.670000      -0.427224       0.022645      -0.724314       0.705795      -0.724314       1.411590
  1.675000      -0.430832       0.026173      -0.718882       0.705123      -0.718882       1.410247
  1.680000      -0.434412       0.029697      -0.713428       0.704435      -0.713428       1.408870
  1.685000      -0.437966       0.033217      -0.707953       0.703730      -0.707953       1.407460
  1.690000      -0.441492       0.036734      -0.702457       0.703008      -0.702457       1.406016
  1.695000      -0.444990       0.040247      -0.696941       0.702270      -0.696941       1.404539
  1.700000      -0.448461       0.043756      -0.691403       0.701515      -0.691403       1.403030
  1.705000      -0.451904       0.047262      -0.685846       0.700743      -0.685846       1.401486
  1.710000      -0.455320       0.050764      -0.680268       0.699955      -0.680268       1.399910
  1.715000      -0.458707       0.054262      -0.674671       0.699151      -0.674671       1.398301
  1.720000      -0.462066       0.057755      -0.669054       0.698330      -0.669054       1.396660
  1.725000      -0.465397       0.061245      -0.663418       0.697493      -0.663418       1.394985
  1.730000      -0.468700       0.064730      -0.657762       0.696639      -0.657762       1.393278
  1.735000      -0.471975       0.068211      -0.652088       0.695769      -0.652088       1.391538
  1.740000      -0.475221       0.071688      -0.646395       0.694883      -0.646395       1.389766
  1.745000      -0.478439       0.075160      -0.640684       0.693980      -0.640684       1.387961
  1.750000      -0.481628       0.078628      -0.634955       0.693062      -0.634955       1.386124
  1.755000      -0.484789       0.082091      -0.629207       0.692127      -0.629207       1.384254
  1.760000      -0.487920       0.085549      -0.623442       0.691176      -0.623442       1.382353
  1.765000      -0.491023       0.089002      -0.617659       0.690209      -0.617659       1.380419
  1.770000      -0.494097       0.092451      -0.611859       0.689227      -0.611859       1.378453
