         t             x1             x2             v1             v2             p1             p2
  3.975000       0.339003       0.440926       0.463353      -0.450448       0.463353      -0.900896
  3.980000       0.341309       0.438668       0.459401      -0.452381       0.459401      -0.904763
  3.985000       0.343597       0.436402       0.455434      -0.454302       0.455434      -0.908603
  3.990000       0.345864       0.434125       0.451452      -0.456209       0.451452      -0.912417
  3.995000       0.348111       0.431840       0.447454      -0.458103       0.447454      -0.916205
  4.000000       0.350338       0.429544       0.443442      -0.459983       0.443442      -0.919966
  4.005000       0.352545       0.427240       0.439414      -0.461851       0.439414      -0.923701
  4.010000       0.354732       0.424926       0.435372      -0.463705       0.435372      -0.927409
  4.015000       0.356899       0.422603       0.431315      -0.465545       0.431315      -0.931091
  4.020000       0.359046       0.420271       0.427245      -0.467373       0.427245      -0.934746
  4.025000       0.361172       0.417929       0.423160      -0.469187       0.423160      -0.938374
  4.030000       0.363277       0.415579       0.419061      -0.470987       0.419061      -0.941975
  4.035000       0.365362       0.413219       0.414948      -0.472774       0.414948      -0.945549
  4.040000       0.367427       0.410851       0.410822      -0.474548       0.410822      -0.949096
  4.045000       0.369470       0.408474       0.406683      -0.476308       0.406683      -0.952616
  4.050000       0.371493       0.406088       0.402530      -0.478054       0.402530      -0.956108
  4.055000       0.373496       0.403693       0.398364      -0.479787       0.398364      -0.959574
  4.060000       0.375477       0.401290       0.394186      -0.481506       0.394186      -0.963012
  4.065000       0.377437       0.398878       0.389995      -0.483211       0.389995      -0.966422
  4.070000       0.379377       0.396458       0.385791      -0.484903       0.385791      -0.969806
  4.075000       0.381295       0.394029       0.381575      -0.486581       0.381575      -0.973161
  4.080000       0.383193       0.391592       0.377347      -0.488245       0.377347      -0.976489
  4.085000       0.385069       0.389147       0.373106      -0.489895       0.373106      -0.979790
  4.090000       0.386924       0.386693       0.368855      -0.491531       0.368855      -0.983062
  4.095000       0.388757       0.384232       0.364591      -0.493154       0.364591      -0.986307
  4.100000       0.390570       0.381762       0.360316      -0.494762       0.360316      -0.989524
  4.105000       0.392360       0.379284       0.356030      -0.496357       0.356030      -0.992713
  4.110000       0.394130       0.376798       0.351733      -0.497937       0.351733      -0.995874
  4.115000       0.395878       0.374305       0.347424      -0.499504       0.347424      -0.999007
  4.120000       0.397604       0.371803       0.343106      -0.501056       0.343106      -1.002112
  4.125000       0.399309       0.369294       0.338776      -0.502595       0.338776      -1.005189
  4.130000       0.400992       0.366777       0.334436      -0.504119       0.334436      -1.008238
  4.135000       0.402653       0.364253       0.330086      -0.505629       0.330086      -1.011258
  4.140000       0.404293       0.361721       0.325726      -0.507125       0.325726      -1.014250
  4.145000       0.405910       0.359182       0.321357      -0.508607       0.321357      -1.017214
  4.150000       0.407506       0.356635       0.316977      -0.510075       0.316977      -1.020149
  4.155000       0.409080       0.354081       0.312588      -0.511528       0.312588      -1.023056
  4.160000       0.410632       0.351520       0.308190      -0.512967       0.308190      -1.025934
  4.165000       0.412162       0.348951       0.303782      -0.514392       0.303782      -1.028784
  4.170000       0.413670       0.346376       0.299366      -0.515803       0.299366      -1.031605
  4.175000       0.415156       0.343793       0.294941      -0.517199       0.294941      -1.034398
  4.180000       0.416619       0.341204       0.290507      -0.518581       0.290507      -1.037161
  4.185000       0.418061       0.338607       0.286065      -0.519948       0.286065      -1.039896
  4.190000       0.419480       0.336004       0.281614      -0.521301       0.281614      -1.042602
  4.195000       0.420877       0.333395       0.277156      -0.522640       0.277156      -1.045280
  4.200000       0.422252       0.330778       0.272689      -0.523964       0.272689      -1.047928
  4.205000       0.423604       0.328155       0.268215      -0.525274       0.268215      -1.050548
  4.210000       0.424934       0.325525       0.263733      -0.526569       0.263733      -1.053138
  4.215000       0.426241       0.322889       0.259244      -0.527850       0.259244      -1.055700
  4.220000       0.427526       0.320247       0.254748      -0.529116       0.254748      -1.058232
  4.225000       0.428789       0.317598       0.250244      -0.530368       0.250244      -1.060736
  4.230000       0.430029       0.314943       0.245734      -0.531605       0.245734      -1.063210
  4.235000       0.431246       0.312282       0.241217      -0.532828       0.241217      -1.065655
  4.240000       0.432441       0.309615       0.236693      -0.534036       0.236693      -1.068071
  4.245000       0.433613       0.306942       0.232163      -0.535229       0.232163      -1.070458
  4.250000       0.434762       0.304263       0.227627      -0.536408       0.227627      -1.072815
  4.255000       0.435889       0.301578       0.223085      -0.537572       0.223085      -1.075144
  4.260000       0.436993       0.298887       0.218537      -0.538721       0.218537      -1.077442
  4.265000       0.438074       0.296190       0.213983      -0.539856       0.213983      -1.079712
  4.270000       0.439133       0.293488       0.209424      -0.540976       0.209424      -1.081952
  4.275000       0.440169       0.290781       0.204860      -0.542081       0.204860      -1.084163
  4.280000       0.441182       0.288068       0.200290      -0.543172       0.200290      -1.086344
  4.285000       0.442172       0.285349       0.195715      -0.544248       0.195715      -1.088496
  4.290000       0.443139       0.282625       0.191136      -0.545309       0.191136      -1.090618
  4.295000       0.444083       0.279896       0.186552      -0.546355       0.186552      -1.092711
  4.300000       0.445004       0.277162       0.181963      -0.547387       0.181963      -1.094774
  4.305000       0.445903       0.274422       0.177371      -0.548404       0.177371      -1.096808
  4.310000       0.446778       0.271678       0.172774      -0.549406       0.172774      -1.098812
  4.315000       0.447630       0.268928       0.168173      -0.550393       0.168173      -1.100786
  4.320000       0.448460       0.266174       0.163568      -0.551366       0.163568      -1.102731
  4.325000       0.449266       0.263414       0.158960      -0.552323       0.158960      -1.104646
  4.330000       0.450049       0.260651       0.154348      -0.553266       0.154348      -1.106532
  4.335000       0.450809       0.257882       0.149733      -0.554194       0.149733      -1.108388
  4.340000       0.451547       0.255109       0.145115      -0.555107       0.145115      -1.110214
  4.345000       0.452261       0.252331       0.140494      -0.556005       0.140494      -1.112011
  4.350000       0.452951       0.249549       0.135870      -0.556889       0.135870      -1.113777
  4.355000       0.453619       0.246762       0.131244      -0.557757       0.131244      -1.115514
  4.360000       0.454264       0.243971       0.126615      -0.558611       0.126615      -1.117221
  4.365000       0.454885       0.241176       0.121984      -0.559449       0.121984      -1.118899
  4.370000       0.455484       0.238377       0.117351      -0.560273       0.117351      -1.120547
  4.375000       0.456059       0.235573       0.112716      -0.561082       0.112716      -1.122164
  4.380000       0.456611       0.232766       0.108079      -0.561876       0.108079      -1.123753
  4.385000       0.457140       0.229954       0.103440      -0.562655       0.103440      -1.125311
  4.390000       0.457645       0.227139       0.098800      -0.563420       0.098800      -1.126839
  4.395000       0.458128       0.224320       0.094159      -0.564169       0.094159      -1.128338
  4.400000       0.458587       0.221498       0.089517      -0.564903       0.089517      -1.129807
  4.405000       0.459023       0.218671       0.084874      -0.565623       0.084874      -1.131245
  4.410000       0.459436       0.215841       0.080230      -0.566327       0.080230      -1.132655
  4.415000       0.459825       0.213008       0.075586      -0.567017       0.075586      -1.134034
  4.420000       0.460191       0.210171       0.070941      -0.567692       0.070941      -1.135383
  4.425000       0.460535       0.207331       0.066296      -0.568351       0.066296      -1.136703
  4.430000       0.460854       0.204488       0.061651      -0.568996       0.061651      -1.137992
  4.435000       0.461151       0.201641       0.057006      -0.569626       0.057006      -1.139252
  4.440000       0.461424       0.198791       0.052361      -0.570241       0.052361      -1.140482
  4.445000       0.461675       0.195939       0.047717      -0.570841       0.047717      -1.141682
  4.450000       0.461902       0.193083       0.043073      -0.571426       0.043073      -1.142853
  4.455000       0.462105       0.190225       0.038430      -0.571996       0.038430      -1.143993
  4.460000       0.462286       0.187363       0.033788      -0.572552       0.033788      -1.145103
  4.465000       0.462443       0.184499       0.029147      -0.573092       0.029147      -1.146184
  4.470000       0.462577       0.181632       0.024508      -0.573618       0.024508      -1.147235
  4.475000       0.462688       0.178763       0.019870      -0.574128       0.019870      -1.148256
  4.480000       0.462776       0.175891       0.015233      -0.574624       0.015233      -1.149247
  4.485000       0.462841       0.173017       0.010598      -0.575104       0.010598      -1.150209
  4.490000       0.462882       0.170140       0.005965      -0.575570       0.005965      -1.151140
  4.495000       0.462900       0.167261       0.001335      -0.576021       0.001335      -1.152042
  4.500000       0.462895       0.164380      -0.003294      -0.576457      -0.003294      -1.152914
  4.505000       0.462867       0.161496      -0.007920      -0.576878      -0.007920      -1.153756
  4.510000       0.462816       0.158611      -0.012543      -0.577284      -0.012543      -1.154569
  4.515000       0.462742       0.155724      -0.017163      -0.577676      -0.017163      -1.155352
  4.520000       0.462645       0.152834      -0.021780      -0.578052      -0.021780      -1.156104
  4.525000       0.462524       0.149943      -0.026393      -0.578414      -0.026393      -1.156828
  4.530000       0.462381       0.147050      -0.031002      -0.578761      -0.031002      -1.157521
  4.535000       0.462214       0.144156      -0.035606      -0.579093      -0.035606      -1.158185
  4.540000       0.462025       0.141259      -0.040206      -0.579410      -0.040206      -1.158819
  4.545000       0.461812       0.138361      -0.044802      -0.579712      -0.044802      -1.159424
  4.550000       0.461577       0.135462      -0.049392      -0.579999      -0.049392      -1.159999
  4.555000       0.461318       0.132562      -0.053976      -0.580272      -0.053976      -1.160544
  4.560000       0.461037       0.129660      -0.058555      -0.580530      -0.058555      -1.161059
  4.565000       0.460733       0.126756      -0.063128      -0.580773      -0.063128      -1.161545
  4.570000       0.460406       0.123852      -0.067695      -0.581001      -0.067695      -1.162002
  4.575000       0.460056       0.120946      -0.072255      -0.581214      -0.072255      -1.162429
  4.580000       0.459683       0.118040      -0.076808      -0.581413      -0.076808      -1.162826
  4.585000       0.459288       0.115132      -0.081354      -0.581597      -0.081354      -1.163194
  4.590000       0.458870       0.112224      -0.085892      -0.581766      -0.085892      -1.163532
  4.595000       0.458429       0.109315      -0.090423      -0.581921      -0.090423      -1.163841
  4.600000       0.457965       0.106405      -0.094946      -0.582060      -0.094946      -1.164121
  4.605000       0.457479       0.103494      -0.099460      -0.582186      -0.099460      -1.164371
  4.610000       0.456971       0.100583      -0.103966      -0.582296      -0.103966      -1.164592
  4.615000       0.456440       0.097671      -0.108463      -0.582392      -0.108463      -1.164783
  4.620000       0.455886       0.094759      -0.112951      -0.582473      -0.112951      -1.164945
  4.625000       0.455310       0.091846      -0.117430      -0.582539      -0.117430      -1.165078
  4.630000       0.454712       0.088933      -0.121898      -0.582591      -0.121898      -1.165182
  4.635000       0.454091       0.086020      -0.126357      -0.582628      -0.126357      -1.165256
  4.640000       0.453448       0.083107      -0.130806      -0.582651      -0.130806      -1.165301
  4.645000       0.452783       0.080194      -0.135244      -0.582659      -0.135244      -1.165317
  4.650000       0.452096       0.077281      -0.139671      -0.582652      -0.139671      -1.165304
  4.655000       0.451387       0.074367      -0.144088      -0.582631      -0.144088      -1.165262
  4.660000       0.450655       0.071454      -0.148493      -0.582595      -0.148493      -1.165190
  4.665000       0.449902       0.068542      -0.152886      -0.582545      -0.152886      -1.165090
  4.670000       0.449126       0.065629      -0.157268      -0.582480      -0.157268      -1.164960
  4.675000       0.448329       0.062717      -0.161637      -0.582401      -0.161637      -1.164802
  4.680000       0.447510       0.059805      -0.165994      -0.582307      -0.165994      -1.164615
  4.685000       0.446669       0.056894      -0.170338      -0.582199      -0.170338      -1.164399
  4.690000       0.445807       0.053983      -0.174670      -0.582077      -0.174670      -1.164154
  4.695000       0.444922       0.051073      -0.178988      -0.581940      -0.178988      -1.163880
  4.700000       0.444017       0.048164      -0.183293      -0.581789      -0.183293      -1.163577
  4.705000       0.443089       0.045255      -0.187584      -0.581623      -0.187584      -1.163246
  4.710000       0.442141       0.042347      -0.191862      -0.581443      -0.191862      -1.162886
  4.715000       0.441171       0.039441      -0.196125      -0.581249      -0.196125      -1.162497
  4.720000       0.440180       0.036535      -0.200374      -0.581040      -0.200374      -1.162080
  4.725000       0.439167       0.033630      -0.204608      -0.580817      -0.204608      -1.161634
  4.730000       0.438134       0.030727      -0.208827      -0.580580      -0.208827      -1.161160
  4.735000       0.437079       0.027825      -0.213031      -0.580328      -0.213031      -1.160657
  4.740000       0.436003       0.024924      -0.217219      -0.580063      -0.217219      -1.160125
  4.745000       0.434907       0.022024      -0.221392      -0.579783      -0.221392      -1.159566
  4.750000       0.433789       0.019126      -0.225549      -0.579489      -0.225549      -1.158978
  4.755000       0.432651       0.016229      -0.229689      -0.579181      -0.229689      -1.158361
  4.760000       0.431493       0.013334      -0.233814      -0.578858      -0.233814      -1.157717
  4.765000       0.430313       0.010440      -0.237921      -0.578522      -0.237921      -1.157044
  4.770000       0.429113       0.007549      -0.242012      -0.578171      -0.242012      -1.156343
  4.775000       0.427893       0.004659      -0.246086      -0.577807      -0.246086      -1.155614
  4.780000       0.426652       0.001771      -0.250142      -0.577428      -0.250142      -1.154857
  4.785000       0.425392      -0.001115      -0.254181      -0.577036      -0.254181      -1.154072
  4.790000       0.424111      -0.004000      -0.258202      -0.576629      -0.258202      -1.153259
  4.795000       0.422810      -0.006882      -0.262205      -0.576209      -0.262205      -1.152418
  4.800000       0.421489      -0.009762      -0.266189      -0.575774      -0.266189      -1.151549
  4.805000       0.420148      -0.012639      -0.270156      -0.575326      -0.270156      -1.150652
  4.810000       0.418787      -0.015515      -0.274103      -0.574864      -0.274103      -1.149728
  4.815000       0.417407      -0.018388      -0.278032      -0.574388      -0.278032      -1.148775
  4.820000       0.416007      -0.021259      -0.281941      -0.573898      -0.281941      -1.147796
  4.825000       0.414587      -0.024127      -0.285832      -0.573394      -0.285832      -1.146788
  4.830000       0.413149      -0.026993      -0.289702      -0.572877      -0.289702      -1.145753
  4.835000       0.411690      -0.029856      -0.293553      -0.572346      -0.293553      -1.144691
  4.840000       0.410213      -0.032716      -0.297384      -0.571801      -0.297384      -1.143601
  4.845000       0.408717      -0.035574      -0.301194      -0.571242      -0.301194      -1.142484
  4.850000       0.407201      -0.038429      -0.304985      -0.570670      -0.304985      -1.141340
  4.855000       0.405667      -0.041280      -0.308754      -0.570084      -0.308754      -1.140168
  4.860000       0.404114      -0.044129      -0.312503      -0.569484      -0.312503      -1.138969
  4.865000       0.402542      -0.046975      -0.316231      -0.568871      -0.316231      -1.137743
  4.870000       0.400951      -0.049818      -0.319938      -0.568245      -0.319938      -1.136490
  4.875000       0.399342      -0.052658      -0.323623      -0.567605      -0.323623      -1.135210
  4.880000       0.397715      -0.055494      -0.327287      -0.566951      -0.327287      -1.133902
  4.885000       0.396070      -0.058327      -0.330929      -0.566284      -0.330929      -1.132568
  4.890000       0.394406      -0.061157      -0.334549      -0.565604      -0.334549      -1.131208
  4.895000       0.392724      -0.063983      -0.338146      -0.564910      -0.338146      -1.129820
  4.900000       0.391025      -0.066806      -0.341722      -0.564203      -0.341722      -1.128406
  4.905000       0.389307      -0.069625      -0.345275      -0.563482      -0.345275      -1.126965
  4.910000       0.387572      -0.072441      -0.348805      -0.562749      -0.348805      -1.125497
  4.915000       0.385819      -0.075253      -0.352312      -0.562002      -0.352312      -1.124003
  4.920000       0.384049      -0.078061      -0.355797      -0.561241      -0.355797      -1.122483
  4.925000       0.382261      -0.080865      -0.359258      -0.560468      -0.359258      -1.120936
  4.930000       0.380456      -0.083665      -0.362695      -0.559681      -0.362695      -1.119363
  4.935000       0.378634      -0.086462      -0.366109      -0.558882      -0.366109      -1.117763
  4.940000       0.376795      -0.089254      -0.369500      -0.558069      -0.369500      -1.116137
  4.945000       0.374939      -0.092042      -0.372866      -0.557243      -0.372866      -1.114486
  4.950000       0.373067      -0.094827      -0.376209      -0.556404      -0.376209      -1.112808
  4.955000       0.371177      -0.097607      -0.379527      -0.555552      -0.379527      -1.111104
  4.960000       0.369271      -0.100382      -0.382820      -0.554687      -0.382820      -1.109374
  4.965000       0.367349      -0.103153      -0.386090      -0.553809      -0.386090      -1.107619
  4.970000       0.365410      -0.105920      -0.389334      -0.552919      -0.389334      -1.105837
  4.975000       0.363456      -0.108683      -0.392554      -0.552015      -0.392554      -1.104030
  4.980000       0.361485      -0.111440      -0.395748      -0.551099      -0.395748      -1.102197
  4.985000       0.359498      -0.114193      -0.398918      -0.550170      -0.398918      -1.100339
  4.990000       0.357496      -0.116942      -0.402062      -0.549228      -0.402062      -1.098455
  4.995000       0.355478      -0.119686      -0.405181      -0.548273      -0.405181      -1.096546
  5.000000       0.353444      -0.122425      -0.408274      -0.547306      -0.408274      -1.094612
  5.005000       0.351395      -0.125159      -0.411341      -0.546326      -0.411341      -1.092652
  5.010000       0.349331      -0.127888      -0.414383      -0.545333      -0.414383      -1.090667
  5.015000       0.347251      -0.130612      -0.417398      -0.544328      -0.417398      -1.088656
  5.020000       0.345157      -0.133331      -0.420387      -0.543311      -0.420387      -1.086621
  5.025000       0.343047      -0.136045      -0.423351      -0.542281      -0.423351      -1.084561
  5.030000       0.340923      -0.138754      -0.426287      -0.541238      -0.426287      -1.082476
  5.035000       0.338785      -0.141458      -0.429198      -0.540183      -0.429198      -1.080366
  5.040000       0.336631      -0.144156      -0.432081      -0.539116      -0.432081      -1.078231
  5.045000       0.334464      -0.146849      -0.434938      -0.538036      -0.434938      -1.076072
  5.050000       0.332282      -0.149536      -0.437768      -0.536944      -0.437768      -1.073888
  5.055000       0.330086      -0.152218      -0.440571      -0.535840      -0.440571      -1.071679
  5.060000       0.327876      -0.154895      -0.443347      -0.534723      -0.443347      -1.069446
  5.065000       0.325653      -0.157565      -0.446095      -0.533594      -0.446095      -1.067189
  5.070000       0.323415      -0.160230      -0.448817      -0.532454      -0.448817      -1.064907
  5.075000       0.321165      -0.162890      -0.451511      -0.531301      -0.451511      -1.062601
  5.080000       0.318900      -0.165543      -0.454177      -0.530136      -0.454177      -1.060271
  5.085000       0.316623      -0.168191      -0.456816      -0.528959      -0.456816      -1.057917
  5.090000       0.314332      -0.170833      -0.459426      -0.527770      -0.459426      -1.055539
  5.095000       0.312029      -0.173469      -0.462009      -0.526569      -0.462009      -1.053137
  5.100000       0.309712      -0.176099      -0.464565      -0.525356      -0.464565      -1.050711
  5.105000       0.307383      -0.178722      -0.467092      -0.524131      -0.467092      -1.048262
  5.110000       0.305041      -0.181340      -0.469591      -0.522894      -0.469591      -1.045789
  5.115000       0.302687      -0.183951      -0.472061      -0.521646      -0.472061      -1.043292
  5.120000       0.300321      -0.186556      -0.474504      -0.520386      -0.474504      -1.040772
  5.125000       0.297942      -0.189155      -0.476918      -0.519114      -0.476918      -1.038228
  5.130000       0.295552      -0.191747      -0.479303      -0.517831      -0.479303      -1.035661
  5.135000       0.293149      -0.194333      -0.481660      -0.516535      -0.481660      -1.033071
  5.140000       0.290735      -0.196913      -0.483989      -0.515229      -0.483989      -1.030457
  5.145000       0.288309      -0.199486      -0.486288      -0.513910      -0.486288      -1.027821
  5.150000       0.285872      -0.202052      -0.488559      -0.512581      -0.488559      -1.025162
  5.155000       0.283424      -0.204611      -0.490801      -0.511240      -0.490801      -1.022479
  5.160000       0.280964      -0.207164      -0.493014      -0.509887      -0.493014      -1.019774
  5.165000       0.278494      -0.209710      -0.495198      -0.508523      -0.495198      -1.017046
  5.170000       0.276012      -0.212250      -0.497353      -0.507148      -0.497353      -1.014296
  5.175000       0.273520      -0.214782      -0.499479      -0.505761      -0.499479      -1.011522
  5.180000       0.271018      -0.217307      -0.501576      -0.504363      -0.501576      -1.008727
  5.185000       0.268505      -0.219825      -0.503643      -0.502954      -0.503643      -1.005909
  5.190000       0.265981      -0.222337      -0.505681      -0.501534      -0.505681      -1.003068
  5.195000       0.263448      -0.224841      -0.507690      -0.500103      -0.507690      -1.000206
  5.200000       0.260904      -0.227338      -0.509669      -0.498661      -0.509669      -0.997321
  5.205000       0.258351      -0.229827      -0.511619      -0.497207      -0.511619      -0.994415
  5.210000       0.255788      -0.232310      -0.513539      -0.495743      -0.513539      -0.991486
  5.215000       0.253216      -0.234785      -0.515430      -0.494268      -0.515430      -0.988535
  5.220000       0.250634      -0.237252      -0.517291      -0.492782      -0.517291      -0.985563
  5.225000       0.248043      -0.239713      -0.519122      -0.491285      -0.519122      -0.982569
  5.230000       0.245443      -0.242165      -0.520924      -0.489777      -0.520924      -0.979553
  5.235000       0.242834      -0.244610      -0.522696      -0.488258      -0.522696      -0.976516
  5.240000       0.240216      -0.247048      -0.524439      -0.486729      -0.524439      -0.973458
  5.245000       0.237589      -0.249478      -0.526151      -0.485189      -0.526151      -0.970378
  5.250000       0.234954      -0.251900      -0.527834      -0.483638      -0.527834      -0.967277
  5.255000       0.232311      -0.254314      -0.529486      -0.482077      -0.529486      -0.964155
  5.260000       0.229660      -0.256720      -0.531109      -0.480506      -0.531109      -0.961011
  5.265000       0.227000      -0.259119      -0.532702      -0.478924      -0.532702      -0.957847
  5.270000       0.224333      -0.261510      -0.534265      -0.477331      -0.534265      -0.954662
  5.275000       0.221658      -0.263892      -0.535798      -0.475728      -0.535798      -0.951456
  5.280000       0.218975      -0.266267      -0.537301      -0.474115      -0.537301      -0.948230
  5.285000       0.216285      -0.268633      -0.538774      -0.472491      -0.538774      -0.944982
  5.290000       0.213587      -0.270992      -0.540218      -0.470857      -0.540218      -0.941715
  5.295000       0.210882      -0.273342      -0.541630      -0.469213      -0.541630      -0.938427
  5.300000       0.208171      -0.275684      -0.543013      -0.467559      -0.543013      -0.935118
  5.305000       0.205452      -0.278017      -0.544366      -0.465895      -0.544366      -0.931789
  5.310000       0.202727      -0.280343      -0.545689      -0.464220      -0.545689      -0.928441
  5.315000       0.199996      -0.282660      -0.546982      -0.462536      -0.546982      -0.925072
  5.320000       0.197257      -0.284968      -0.548244      -0.460842      -0.548244      -0.921683
  5.325000       0.194513      -0.287268      -0.549477      -0.459137      -0.549477      -0.918275
  5.330000       0.191763      -0.289559      -0.550679      -0.457423      -0.550679      -0.914846
  5.335000       0.189006      -0.291842      -0.551852      -0.455699      -0.551852      -0.911398
  5.340000       0.186244      -0.294116      -0.552994      -0.453965      -0.552994      -0.907931
  5.345000       0.183476      -0.296382      -0.554106      -0.452222      -0.554106      -0.904444
  5.350000       0.180703      -0.298639      -0.555188      -0.450469      -0.555188      -0.900937
  5.355000       0.177925      -0.300887      -0.556240      -0.448706      -0.556240      -0.897412
  5.360000       0.175141      -0.303126      -0.557262      -0.446934      -0.557262      -0.893867
  5.365000       0.172352      -0.305356      -0.558254      -0.445152      -0.558254      -0.890303
  5.370000       0.169558      -0.307577      -0.559216      -0.443360      -0.559216      -0.886720
  5.375000       0.166760      -0.309790      -0.560148      -0.441559      -0.560148      -0.883119
  5.380000       0.163957      -0.311993      -0.561050      -0.439749      -0.561050      -0.879498
  5.385000       0.161150      -0.314187      -0.561922      -0.437929      -0.561922      -0.875859
  5.390000       0.158338      -0.316372      -0.562764      -0.436101      -0.562764      -0.872201
  5.395000       0.155522      -0.318548      -0.563576      -0.434262      -0.563576      -0.868525
  5.400000       0.152702      -0.320715      -0.564358      -0.432415      -0.564358      -0.864830
  5.405000       0.149878      -0.322872      -0.565110      -0.430559      -0.565110      -0.861117
  5.410000       0.147051      -0.325020      -0.565832      -0.428693      -0.565832      -0.857386
  5.415000       0.144220      -0.327159      -0.566525      -0.426818      -0.566525      -0.853637
  5.420000       0.141386      -0.329288      -0.567187      -0.424935      -0.567187      -0.849870
  5.425000       0.138548      -0.331408      -0.567820      -0.423042      -0.567820      -0.846084
  5.430000       0.135708      -0.333519      -0.568423      -0.421141      -0.568423      -0.842282
  5.435000       0.132864      -0.335620      -0.568997      -0.419230      -0.568997      -0.838461
  5.440000       0.130018      -0.337711      -0.569540      -0.417311      -0.569540      -0.834623
  5.445000       0.127169      -0.339793      -0.570054      -0.415383      -0.570054      -0.830767
  5.450000       0.124317      -0.341865      -0.570539      -0.413447      -0.570539      -0.826894
  5.455000       0.121463      -0.343927      -0.570994      -0.411502      -0.570994      -0.823003
  5.460000       0.118607      -0.345980      -0.571419      -0.409548      -0.571419      -0.819096
  5.465000       0.115749      -0.348023      -0.571815      -0.407586      -0.571815      -0.815171
  5.470000       0.112889      -0.350056      -0.572181      -0.405615      -0.572181      -0.811229
  5.475000       0.110028      -0.352079      -0.572518      -0.403635      -0.572518      -0.807271
  5.480000       0.107164      -0.354092      -0.572826      -0.401648      -0.572826      -0.803295
  5.485000       0.104299      -0.356095      -0.573104      -0.399652      -0.573104      -0.799303
  5.490000       0.101433      -0.358089      -0.573353      -0.397647      -0.573353      -0.795295
  5.495000       0.098566      -0.360072      -0.573573      -0.395635      -0.573573      -0.791270
  5.500000       0.095697      -0.362045      -0.573764      -0.393614      -0.573764      -0.787228
  5.505000       0.092828      -0.364008      -0.573926      -0.391585      -0.573926      -0.783170
  5.510000       0.089958      -0.365961      -0.574059      -0.389548      -0.574059      -0.779096
  5.515000       0.087088      -0.367903      -0.574163      -0.387503      -0.574163      -0.775006
  5.520000       0.084217      -0.369836      -0.574237      -0.385450      -0.574237      -0.770900
  5.525000       0.081345      -0.371758      -0.574283      -0.383389      -0.574283      -0.766779
  5.530000       0.078474      -0.373670      -0.574301      -0.381320      -0.574301      -0.762641
  5.535000       0.075602      -0.375571      -0.574289      -0.379244      -0.574289      -0.758488
  5.540000       0.072731      -0.377462      -0.574249      -0.377159      -0.574249      -0.754319
  5.545000       0.069860      -0.379343      -0.574180      -0.375067      -0.574180      -0.750135
  5.550000       0.066989      -0.381213      -0.574083      -0.372967      -0.574083      -0.745935
  5.555000       0.064119      -0.383072      -0.573957      -0.370860      -0.573957      -0.741720
  5.560000       0.061250      -0.384921      -0.573803      -0.368745      -0.573803      -0.737490
  5.565000       0.058381      -0.386760      -0.573621      -0.366623      -0.573621      -0.733245
  5.570000       0.055514      -0.388588      -0.573410      -0.364493      -0.573410      -0.728985
  5.575000       0.052647      -0.390405      -0.573171      -0.362355      -0.573171      -0.724710
  5.580000       0.049782      -0.392211      -0.572904      -0.360210      -0.572904      -0.720421
  5.585000       0.046918      -0.394007      -0.572609      -0.358058      -0.572609      -0.716117
  5.590000       0.044056      -0.395792      -0.572286      -0.355899      -0.572286      -0.711798
  5.595000       0.041195      -0.397566      -0.571936      -0.353732      -0.571936      -0.707465
  5.600000       0.038337      -0.399329      -0.571557      -0.351559      -0.571557      -0.703118
  5.605000       0.035480      -0.401081      -0.571151      -0.349378      -0.571151      -0.698756
  5.610000       0.032625      -0.402823      -0.570717      -0.347190      -0.570717      -0.694380
  5.615000       0.029773      -0.404553      -0.570255      -0.344995      -0.570255      -0.689991
  5.620000       0.026923      -0.406273      -0.569767      -0.342794      -0.569767      -0.685587
  5.625000       0.024075      -0.407981      -0.569250      -0.340585      -0.569250      -0.681170
  5.630000       0.021230      -0.409679      -0.568707      -0.338370      -0.568707      -0.676739
  5.635000       0.018388      -0.411365      -0.568136      -0.336147      -0.568136      -0.672295
  5.640000       0.015549      -0.413040      -0.567538      -0.333918      -0.567538      -0.667837
  5.645000       0.012713      -0.414704      -0.566913      -0.331683      -0.566913      -0.663365
  5.650000       0.009880      -0.416357      -0.566261      -0.329440      -0.566261      -0.658881
  5.655000       0.007050      -0.417998      -0.565582      -0.327192      -0.565582      -0.654383
  5.660000       0.004224      -0.419629      -0.564877      -0.324936      -0.564877      -0.649873
  5.665000       0.001401      -0.421248      -0.564145      -0.322675      -0.564145      -0.645349
  5.670000      -0.001417      -0.422855      -0.563386      -0.320406      -0.563386      -0.640813
  5.675000      -0.004232      -0.424452      -0.562601      -0.318132      -0.562601      -0.636264
  5.680000      -0.007043      -0.426037      -0.561789      -0.315851      -0.561789      -0.631702
  5.685000      -0.009850      -0.427610      -0.560952      -0.313564      -0.560952      -0.627128
  5.690000      -0.012653      -0.429172      -0.560087      -0.311271      -0.560087      -0.622541
  5.695000      -0.015451      -0.430723      -0.559197      -0.308971      -0.559197      -0.617942
  5.700000      -0.018245      -0.432262      -0.558281      -0.306666      -0.558281      -0.613331
  5.705000      -0.021034      -0.433790      -0.557339      -0.304354      -0.557339      -0.608708
  5.710000      -0.023818      -0.435306      -0.556371      -0.302037      -0.556371      -0.604073
  5.715000      -0.026598      -0.436810      -0.555378      -0.299713      -0.555378      -0.599427
