         t             x1             x2             v1             v2             p1             p2
  3.510000       0.414268      -0.204745      -0.689372       0.010703      -0.689372       0.021406
  3.515000       0.410752      -0.204658      -0.717093       0.024067      -0.717093       0.048133
  3.520000       0.407098      -0.204505      -0.744556       0.037352      -0.744556       0.074703
  3.525000       0.403307      -0.204285      -0.771751       0.050553      -0.771751       0.101107
  3.530000       0.399381      -0.203999      -0.798668       0.063667      -0.798668       0.127335
  3.535000       0.395321      -0.203648      -0.825294       0.076689      -0.825294       0.153378
  3.540000       0.391128      -0.203232      -0.851619       0.089614      -0.851619       0.179228
  3.545000       0.386805      -0.202752      -0.877634       0.102438      -0.877634       0.204875
  3.550000       0.382352      -0.202208      -0.903328       0.115155      -0.903328       0.230311
  3.555000       0.377772      -0.201601      -0.928692       0.127763      -0.928692       0.255526
  3.560000       0.373066      -0.200931      -0.953714       0.140257      -0.953714       0.280513
  3.565000       0.368236      -0.200199      -0.978387       0.152631      -0.978387       0.305263
  3.570000       0.363283      -0.199405      -1.002701       0.164883      -1.002701       0.329766
  3.575000       0.358209      -0.198550      -1.026646       0.177008      -1.026646       0.354016
  3.580000       0.353017      -0.197635      -1.050214       0.189002      -1.050214       0.378004
  3.585000       0.347708      -0.196660      -1.073396       0.200861      -1.073396       0.401722
  3.590000       0.342284      -0.195626      -1.096185       0.212581      -1.096185       0.425163
  3.595000       0.336746      -0.194535      -1.118571       0.224159      -1.118571       0.448317
  3.600000       0.331099      -0.193385      -1.140547       0.235589      -1.140547       0.471178
  3.605000       0.325342      -0.192179      -1.162106       0.246869      -1.162106       0.493739
  3.610000       0.319478      -0.190917      -1.183240       0.257996      -1.183240       0.515991
  3.615000       0.313510      -0.189599      -1.203942       0.268964      -1.203942       0.537929
  3.620000       0.307439      -0.188227      -1.224204       0.279772      -1.224204       0.559544
  3.625000       0.301269      -0.186802      -1.244021       0.290415      -1.244021       0.580830
  3.630000       0.295000      -0.185323      -1.263386       0.300890      -1.263386       0.601780
  3.635000       0.288636      -0.183793      -1.282293       0.311194      -1.282293       0.622387
  3.640000       0.282178      -0.182212      -1.300736       0.321323      -1.300736       0.642646
  3.645000       0.275629      -0.180580      -1.318710       0.331275      -1.318710       0.662550
  3.650000       0.268992      -0.178899      -1.336208       0.341046      -1.336208       0.682092
  3.655000       0.262268      -0.177170      -1.353227       0.350634      -1.353227       0.701267
  3.660000       0.255460      -0.175393      -1.369760       0.360035      -1.369760       0.720069
  3.665000       0.248571      -0.173570      -1.385804       0.369246      -1.385804       0.738492
  3.670000       0.241603      -0.171701      -1.401354       0.378266      -1.401354       0.756532
  3.675000       0.234558      -0.169788      -1.416406       0.387091      -1.416406       0.774182
  3.680000       0.227440      -0.167831      -1.430957       0.395718      -1.430957       0.791437
  3.685000       0.220250      -0.165831      -1.445002       0.404146      -1.445002       0.808293
  3.690000       0.212990      -0.163789      -1.458538       0.412372      -1.458538       0.824744
  3.695000       0.205665      -0.161707      -1.471563       0.420393      -1.471563       0.840787
  3.700000       0.198276      -0.159586      -1.484072       0.428208      -1.484072       0.856416
  3.705000       0.190825      -0.157426      -1.496065       0.435814      -1.496065       0.871628
  3.710000       0.183316      -0.155228      -1.507537       0.443209      -1.507537       0.886418
  3.715000       0.175751      -0.152994      -1.518488       0.450391      -1.518488       0.900782
  3.720000       0.168132      -0.150725      -1.528915       0.457358      -1.528915       0.914717
  3.725000       0.160462      -0.148421      -1.538817       0.464110      -1.538817       0.928219
  3.730000       0.152745      -0.146084      -1.548192       0.470642      -1.548192       0.941285
  3.735000       0.144981      -0.143715      -1.557039       0.476955      -1.557039       0.953911
  3.740000       0.137175      -0.141315      -1.565357       0.483047      -1.565357       0.966094
  3.745000       0.129329      -0.138885      -1.573145       0.488916      -1.573145       0.977832
  3.750000       0.121445      -0.136426      -1.580403       0.494561      -1.580403       0.989122
  3.755000       0.113525      -0.133939      -1.587130       0.499981      -1.587130       0.999961
  3.760000       0.105574      -0.131426      -1.593327       0.505174      -1.593327       1.010347
  3.765000       0.097593      -0.128888      -1.598992       0.510139      -1.598992       1.020278
  3.770000       0.089585      -0.126325      -1.604128       0.514876      -1.604128       1.029752
  3.775000       0.081553      -0.123740      -1.608733       0.519383      -1.608733       1.038767
  3.780000       0.073499      -0.121132      -1.612810       0.523661      -1.612810       1.047321
  3.785000       0.065425      -0.118503      -1.616358       0.527707      -1.616358       1.055413
  3.790000       0.057336      -0.115855      -1.619379       0.531521      -1.619379       1.063042
  3.795000       0.049233      -0.113189      -1.621874       0.535103      -1.621874       1.070206
  3.800000       0.041118      -0.110505      -1.623844       0.538453      -1.623844       1.076905
  3.805000       0.032995      -0.107804      -1.625292       0.541569      -1.625292       1.083138
  3.810000       0.024866      -0.105089      -1.626219       0.544452      -1.626219       1.088903
  3.815000       0.016734      -0.102360      -1.626627       0.547101      -1.626627       1.094202
  3.820000       0.008601      -0.099619      -1.626517       0.549517      -1.626517       1.099033
  3.825000       0.000469      -0.096866      -1.625894       0.551698      -1.625894       1.103397
  3.830000      -0.007657      -0.094102      -1.624758       0.553646      -1.624758       1.107292
  3.835000      -0.015777      -0.091329      -1.623113       0.555361      -1.623113       1.110721
  3.840000      -0.023888      -0.088549      -1.620961       0.556841      -1.620961       1.113683
  3.845000      -0.031986      -0.085761      -1.618305       0.558089      -1.618305       1.116178
  3.850000      -0.040070      -0.082968      -1.615149       0.559104      -1.615149       1.118208
  3.855000      -0.048137      -0.080171      -1.611496       0.559886      -1.611496       1.119773
  3.860000      -0.056184      -0.077370      -1.607348       0.560437      -1.607348       1.120874
  3.865000      -0.064209      -0.074567      -1.602710       0.560756      -1.602710       1.121513
  3.870000      -0.072210      -0.071763      -1.597585       0.560845      -1.597585       1.121690
  3.875000      -0.080185      -0.068959      -1.591977       0.560704      -1.591977       1.121408
  3.880000      -0.088129      -0.066156      -1.585889       0.560334      -1.585889       1.120668
  3.885000      -0.096043      -0.063356      -1.579327       0.559736      -1.579327       1.119472
  3.890000      -0.103922      -0.060559      -1.572293       0.558911      -1.572293       1.117821
  3.895000      -0.111765      -0.057767      -1.564792       0.557859      -1.564792       1.115719
  3.900000      -0.119569      -0.054981      -1.556829       0.556583      -1.556829       1.113166
  3.905000      -0.127332      -0.052202      -1.548407       0.555083      -1.548407       1.110166
  3.910000      -0.135052      -0.049430      -1.539532       0.553361      -1.539532       1.106721
  3.915000      -0.142727      -0.046668      -1.530208       0.551417      -1.530208       1.102834
  3.920000      -0.150354      -0.043917      -1.520440       0.549254      -1.520440       1.098507
  3.925000      -0.157931      -0.041176      -1.510232       0.546872      -1.510232       1.093744
  3.930000      -0.165455      -0.038448      -1.499590       0.544274      -1.499590       1.088547
  3.935000      -0.172926      -0.035734      -1.488518       0.541460      -1.488518       1.082920
  3.940000      -0.180340      -0.033034      -1.477022       0.538433      -1.477022       1.076867
  3.945000      -0.187695      -0.030350      -1.465107       0.535195      -1.465107       1.070390
  3.950000      -0.194990      -0.027682      -1.452777       0.531746      -1.452777       1.063493
  3.955000      -0.202222      -0.025033      -1.440040       0.528090      -1.440040       1.056180
  3.960000      -0.209390      -0.022402      -1.426898       0.524227      -1.426898       1.048455
  3.965000      -0.216491      -0.019791      -1.413360       0.520161      -1.413360       1.040322
  3.970000      -0.223523      -0.017201      -1.399428       0.515892      -1.399428       1.031784
  3.975000      -0.230484      -0.014632      -1.385111       0.511424      -1.385111       1.022847
  3.980000      -0.237373      -0.012087      -1.370412       0.506757      -1.370412       1.013514
  3.985000      -0.244188      -0.009565      -1.355338       0.501895      -1.355338       1.003790
  3.990000      -0.250926      -0.007068      -1.339894       0.496840      -1.339894       0.993680
  3.995000      -0.257586      -0.004597      -1.324087       0.491594      -1.324087       0.983187
  4.000000      -0.264166      -0.002152      -1.307921       0.486159      -1.307921       0.972317
  4.005000      -0.270665       0.000264      -1.291404       0.480538      -1.291404       0.961075
  4.010000      -0.277080       0.002653      -1.274541       0.474733      -1.274541       0.949466
  4.015000      -0.283410       0.005011      -1.257338       0.468747      -1.257338       0.937495
  4.020000      -0.289653       0.007340      -1.239801       0.462583      -1.239801       0.925166
  4.025000      -0.295807       0.009637      -1.221937       0.456243      -1.221937       0.912486
  4.030000      -0.301871       0.011902      -1.203750       0.449729      -1.203750       0.899459
  4.035000      -0.307844       0.014134      -1.185249       0.443046      -1.185249       0.886091
  4.040000      -0.313723       0.016332      -1.166438       0.436194      -1.166438       0.872388
  4.045000      -0.319508       0.018496      -1.147324       0.429177      -1.147324       0.858355
  4.050000      -0.325196       0.020624      -1.127913       0.421999      -1.127913       0.843998
  4.055000      -0.330787       0.022715      -1.108212       0.414661      -1.108212       0.829323
  4.060000      -0.336278       0.024770      -1.088226       0.407167      -1.088226       0.814335
  4.065000      -0.341668       0.026787      -1.067964       0.399520      -1.067964       0.799041
  4.070000      -0.346957       0.028765      -1.047429       0.391723      -1.047429       0.783446
  4.075000      -0.352142       0.030704      -1.026630       0.383779      -1.026630       0.767558
  4.080000      -0.357223       0.032603      -1.005572       0.375691      -1.005572       0.751381
  4.085000      -0.362197       0.034460      -0.984263       0.367461      -0.984263       0.734923
  4.090000      -0.367065       0.036277      -0.962707       0.359094      -0.962707       0.718189
  4.095000      -0.371824       0.038051      -0.940913       0.350593      -0.940913       0.701186
  4.100000      -0.376474       0.039783      -0.918886       0.341960      -0.918886       0.683921
  4.105000      -0.381013       0.041471      -0.896633       0.333200      -0.896633       0.666399
  4.110000      -0.385440       0.043114      -0.874161       0.324314      -0.874161       0.648629
  4.115000      -0.389754       0.044713      -0.851476       0.315308      -0.851476       0.630615
  4.120000      -0.393954       0.046267      -0.828584       0.306183      -0.828584       0.612366
  4.125000      -0.398039       0.047775      -0.805493       0.296943      -0.805493       0.593887
  4.130000      -0.402009       0.049237      -0.782208       0.287593      -0.782208       0.575186
  4.135000      -0.405861       0.050651      -0.758738       0.278135      -0.758738       0.556269
  4.140000      -0.409596       0.052018      -0.735087       0.268572      -0.735087       0.537144
  4.145000      -0.413212       0.053336      -0.711263       0.258908      -0.711263       0.517817
  4.150000      -0.416708       0.054607      -0.687272       0.249148      -0.687272       0.498296
  4.155000      -0.420084       0.055828      -0.663121       0.239293      -0.663121       0.478587
  4.160000      -0.423339       0.056999      -0.638817       0.229349      -0.638817       0.458697
  4.165000      -0.426472       0.058121      -0.614366       0.219317      -0.614366       0.438635
  4.170000      -0.429483       0.059192      -0.589776       0.209203      -0.589776       0.418406
  4.175000      -0.432370       0.060213      -0.565052       0.199009      -0.565052       0.398019
  4.180000      -0.435133       0.061182      -0.540201       0.188740      -0.540201       0.377480
  4.185000      -0.437771       0.062100      -0.515230       0.178398      -0.515230       0.356797
  4.190000      -0.440285       0.062966      -0.490146       0.167988      -0.490146       0.335977
  4.195000      -0.442673       0.063780      -0.464956       0.157514      -0.464956       0.315027
  4.200000      -0.444934       0.064541      -0.439666       0.146978      -0.439666       0.293956
  4.205000      -0.447069       0.065250      -0.414282       0.136385      -0.414282       0.272769
  4.210000      -0.449077       0.065905      -0.388812       0.125738      -0.388812       0.251475
  4.215000      -0.450957       0.066507      -0.363262       0.115041      -0.363262       0.230082
  4.220000      -0.452710       0.067055      -0.337638       0.104298      -0.337638       0.208596
  4.225000      -0.454334       0.067550      -0.311949       0.093512      -0.311949       0.187025
  4.230000      -0.455829       0.067990      -0.286199       0.082688      -0.286199       0.165377
  4.235000      -0.457195       0.068377      -0.260397       0.071829      -0.260397       0.143659
  4.240000      -0.458433       0.068709      -0.234548       0.060939      -0.234548       0.121879
  4.245000      -0.459541       0.068986      -0.208660       0.050022      -0.208660       0.100044
  4.250000      -0.460519       0.069209      -0.182738       0.039081      -0.182738       0.078162
  4.255000      -0.461368       0.069377      -0.156790       0.028120      -0.156790       0.056240
  4.260000      -0.462087       0.069490      -0.130823       0.017143      -0.130823       0.034287
  4.265000      -0.462676       0.069548      -0.104843       0.006154      -0.104843       0.012309
  4.270000      -0.463136       0.069552      -0.078856      -0.004843      -0.078856      -0.009686
  4.275000      -0.463465       0.069500      -0.052870      -0.015845      -0.052870      -0.031690
  4.280000      -0.463664       0.069393      -0.026890      -0.026847      -0.026890      -0.053694
  4.285000      -0.463734       0.069231      -0.000925      -0.037845      -0.000925      -0.075690
  4.290000      -0.463674       0.069015       0.025020      -0.048835       0.025020      -0.097671
  4.295000      -0.463484       0.068743       0.050933      -0.059813       0.050933      -0.119627
  4.300000      -0.463164       0.068417       0.076805      -0.070775       0.076805      -0.141550
  4.305000      -0.462716       0.068035       0.102625      -0.081717       0.102625      -0.163433
  4.310000      -0.462138       0.067599       0.128382      -0.092633       0.128382      -0.185267
  4.315000      -0.461432       0.067109       0.154065      -0.103521       0.154065      -0.207043
  4.320000      -0.460598       0.066564       0.179665      -0.114377       0.179665      -0.228754
  4.325000      -0.459636       0.065965       0.205170      -0.125195       0.205170      -0.250391
  4.330000      -0.458546       0.065312       0.230571      -0.135973       0.230571      -0.271946
  4.335000      -0.457330       0.064606       0.255857      -0.146706       0.255857      -0.293412
  4.340000      -0.455988       0.063845       0.281017      -0.157390       0.281017      -0.314779
  4.345000      -0.454520       0.063032       0.306042      -0.168020       0.306042      -0.336041
  4.350000      -0.452928       0.062165       0.330921      -0.178594       0.330921      -0.357189
  4.355000      -0.451211       0.061246       0.355645      -0.189107       0.355645      -0.378215
  4.360000      -0.449371       0.060274       0.380203      -0.199556       0.380203      -0.399111
  4.365000      -0.447409       0.059251       0.404587      -0.209935       0.404587      -0.419870
  4.370000      -0.445326       0.058175       0.428786      -0.220242       0.428786      -0.440484
  4.375000      -0.443122       0.057048       0.452790      -0.230473       0.452790      -0.460946
  4.380000      -0.440798       0.055871       0.476591      -0.240623       0.476591      -0.481247
  4.385000      -0.438356       0.054642       0.500178      -0.250690       0.500178      -0.501380
  4.390000      -0.435797       0.053364       0.523544      -0.260669       0.523544      -0.521338
  4.395000      -0.433121       0.052036       0.546678      -0.270556       0.546678      -0.541113
  4.400000      -0.430331       0.050658       0.569573      -0.280349       0.569573      -0.560698
  4.405000      -0.427426       0.049232       0.592218      -0.290043       0.592218      -0.580087
  4.410000      -0.424409       0.047758       0.614607      -0.299635       0.614607      -0.599271
  4.415000      -0.421280       0.046236       0.636729      -0.309122       0.636729      -0.618244
  4.420000      -0.418042       0.044667       0.658578      -0.318499       0.658578      -0.636999
  4.425000      -0.414695       0.043051       0.680144      -0.327764       0.680144      -0.655529
  4.430000      -0.411241       0.041390       0.701421      -0.336914       0.701421      -0.673827
  4.435000      -0.407681       0.039682       0.722400      -0.345944       0.722400      -0.691887
  4.440000      -0.404018       0.037930       0.743073      -0.354851       0.743073      -0.709703
  4.445000      -0.400251       0.036134       0.763434      -0.363634       0.763434      -0.727267
  4.450000      -0.396384       0.034294       0.783475      -0.372287       0.783475      -0.744574
  4.455000      -0.392417       0.032411       0.803189      -0.380809       0.803189      -0.761617
  4.460000      -0.388352       0.030486       0.822569      -0.389195       0.822569      -0.778391
  4.465000      -0.384192       0.028520       0.841608      -0.397444       0.841608      -0.794888
  4.470000      -0.379937       0.026512       0.860301      -0.405552       0.860301      -0.811105
  4.475000      -0.375589       0.024464       0.878640      -0.413517       0.878640      -0.827034
  4.480000      -0.371151       0.022377       0.896620      -0.421335       0.896620      -0.842670
  4.485000      -0.366624       0.020251       0.914235      -0.429004       0.914235      -0.858008
  4.490000      -0.362009       0.018087       0.931479      -0.436521       0.931479      -0.873042
  4.495000      -0.357310       0.015886       0.948347      -0.443884       0.948347      -0.887767
  4.500000      -0.352527       0.013649       0.964833      -0.451089       0.964833      -0.902179
  4.505000      -0.347662       0.011376       0.980932      -0.458136       0.980932      -0.916271
  4.510000      -0.342718       0.009068       0.996640      -0.465020       0.996640      -0.930040
  4.515000      -0.337696       0.006726       1.011951      -0.471740       1.011951      -0.943480
  4.520000      -0.332599       0.004351       1.026862      -0.478294       1.026862      -0.956587
  4.525000      -0.327428       0.001943       1.041368      -0.484679       1.041368      -0.969357
  4.530000      -0.322186      -0.000496       1.055464      -0.490893       1.055464      -0.981785
  4.535000      -0.316874      -0.002965       1.069148      -0.496934       1.069148      -0.993867
  4.540000      -0.311495      -0.005465       1.082415      -0.502800       1.082415      -1.005599
  4.545000      -0.306051      -0.007993       1.095262      -0.508489       1.095262      -1.016978
  4.550000      -0.300543      -0.010549       1.107685      -0.513999       1.107685      -1.027999
  4.555000      -0.294975      -0.013133       1.119683      -0.519329       1.119683      -1.038659
  4.560000      -0.289347      -0.015742       1.131251      -0.524477       1.131251      -1.048954
  4.565000      -0.283663      -0.018377       1.142387      -0.529441       1.142387      -1.058881
  4.570000      -0.277924      -0.021037       1.153088      -0.534219       1.153088      -1.068438
  4.575000      -0.272133      -0.023719       1.163353      -0.538810       1.163353      -1.077620
  4.580000      -0.266291      -0.026424       1.173180      -0.543213       1.173180      -1.086426
  4.585000      -0.260402      -0.029151       1.182566      -0.547426       1.182566      -1.094852
  4.590000      -0.254466      -0.031898       1.191510      -0.551448       1.191510      -1.102896
  4.595000      -0.248487      -0.034665       1.200010      -0.555277       1.200010      -1.110555
  4.600000      -0.242467      -0.037451       1.208065      -0.558914       1.208065      -1.117827
  4.605000      -0.236407      -0.040254       1.215674      -0.562355       1.215674      -1.124710
  4.610000      -0.230311      -0.043074       1.222835      -0.565601       1.222835      -1.131203
  4.615000      -0.224180      -0.045910       1.229550      -0.568651       1.229550      -1.137302
  4.620000      -0.218016      -0.048760       1.235816      -0.571503       1.235816      -1.143007
  4.625000      -0.211822      -0.051624       1.241633      -0.574158       1.241633      -1.148315
  4.630000      -0.205601      -0.054501       1.247001      -0.576613       1.247001      -1.153227
  4.635000      -0.199353      -0.057390       1.251921      -0.578869       1.251921      -1.157739
  4.640000      -0.193082      -0.060290       1.256392      -0.580926       1.256392      -1.161851
  4.645000      -0.186790      -0.063199       1.260414      -0.582781       1.260414      -1.165563
  4.650000      -0.180479      -0.066117       1.263989      -0.584436       1.263989      -1.168873
  4.655000      -0.174151      -0.069043       1.267116      -0.585890       1.267116      -1.171780
  4.660000      -0.167808      -0.071976       1.269797      -0.587142       1.269797      -1.174285
  4.665000      -0.161454      -0.074914       1.272032      -0.588193       1.272032      -1.176386
  4.670000      -0.155089      -0.077857       1.273823      -0.589042       1.273823      -1.178083
  4.675000      -0.148716      -0.080804       1.275171      -0.589689       1.275171      -1.179377
  4.680000      -0.142338      -0.083754       1.276077      -0.590134       1.276077      -1.180267
  4.685000      -0.135956      -0.086705       1.276544      -0.590377       1.276544      -1.180754
  4.690000      -0.129573      -0.089657       1.276572      -0.590419       1.276572      -1.180837
  4.695000      -0.123191      -0.092609       1.276164      -0.590259       1.276164      -1.180518
  4.700000      -0.116812      -0.095560       1.275321      -0.589898       1.275321      -1.179796
  4.705000      -0.110439      -0.098508       1.274046      -0.589337       1.274046      -1.178673
  4.710000      -0.104072      -0.101453       1.272342      -0.588575       1.272342      -1.177150
  4.715000      -0.097716      -0.104393       1.270209      -0.587613       1.270209      -1.175226
  4.720000      -0.091371      -0.107328       1.267652      -0.586452       1.267652      -1.172905
  4.725000      -0.085040      -0.110257       1.264673      -0.585093       1.264673      -1.170186
  4.730000      -0.078725      -0.113179       1.261274      -0.583535       1.261274      -1.167071
  4.735000      -0.072428      -0.116092       1.257458      -0.581781       1.257458      -1.163561
  4.740000      -0.066151      -0.118996       1.253229      -0.579829       1.253229      -1.159659
  4.745000      -0.059896      -0.121890       1.248590      -0.577683       1.248590      -1.155366
  4.750000      -0.053666      -0.124773       1.243543      -0.575342       1.243543      -1.150683
  4.755000      -0.047462      -0.127643       1.238093      -0.572807       1.238093      -1.145614
  4.760000      -0.041286      -0.130501       1.232242      -0.570080       1.232242      -1.140160
  4.765000      -0.035140      -0.133344       1.225995      -0.567161       1.225995      -1.134322
  4.770000      -0.029026      -0.136172       1.219355      -0.564053       1.219355      -1.128105
  4.775000      -0.022947      -0.138984       1.212325      -0.560755       1.212325      -1.121510
  4.780000      -0.016904      -0.141779       1.204910      -0.557270       1.204910      -1.114539
  4.785000      -0.010899      -0.144557       1.197114      -0.553598       1.197114      -1.107196
  4.790000      -0.004933      -0.147315       1.188941      -0.549742       1.188941      -1.099483
  4.795000       0.000990      -0.150054       1.180394      -0.545702       1.180394      -1.091404
  4.800000       0.006870      -0.152772       1.171478      -0.541480       1.171478      -1.082961
  4.805000       0.012704      -0.155468       1.162198      -0.537079       1.162198      -1.074157
  4.810000       0.018491      -0.158142       1.152558      -0.532498       1.152558      -1.064996
  4.815000       0.024229      -0.160793       1.142561      -0.527741       1.142561      -1.055482
  4.820000       0.029916      -0.163419       1.132214      -0.522808       1.132214      -1.045617
  4.825000       0.035551      -0.166021       1.121520      -0.517702       1.121520      -1.035405
  4.830000       0.041131      -0.168596       1.110484      -0.512425       1.110484      -1.024850
  4.835000       0.046655      -0.171145       1.099111      -0.506978       1.099111      -1.013956
  4.840000       0.052122      -0.173666       1.087405      -0.501363       1.087405      -1.002726
  4.845000       0.057529      -0.176158       1.075372      -0.495583       1.075372      -0.991165
  4.850000       0.062875      -0.178621       1.063017      -0.489639       1.063017      -0.979277
  4.855000       0.068158      -0.181054       1.050344      -0.483533       1.050344      -0.967066
  4.860000       0.073378      -0.183456       1.037358      -0.477268       1.037358      -0.954536
  4.865000       0.078531      -0.185826       1.024065      -0.470845       1.024065      -0.941691
  4.870000       0.083618      -0.188164       1.010471      -0.464268       1.010471      -0.928536
  4.875000       0.088636      -0.190469       0.996579      -0.457538       0.996579      -0.915076
  4.880000       0.093583      -0.192739       0.982395      -0.450657       0.982395      -0.901314
  4.885000       0.098459      -0.194975       0.967925      -0.443628       0.967925      -0.887257
  4.890000       0.103262      -0.197175       0.953174      -0.436454       0.953174      -0.872908
  4.895000       0.107990      -0.199340       0.938148      -0.429136       0.938148      -0.858272
  4.900000       0.112643      -0.201467       0.922852      -0.421677       0.922852      -0.843354
  4.905000       0.117218      -0.203556       0.907290      -0.414080       0.907290      -0.828160
  4.910000       0.121715      -0.205607       0.891470      -0.406347       0.891470      -0.812695
  4.915000       0.126133      -0.207619       0.875397      -0.398481       0.875397      -0.796962
  4.920000       0.130469      -0.209592       0.859075      -0.390484       0.859075      -0.780969
  4.925000       0.134723      -0.211524       0.842511      -0.382360       0.842511      -0.764720
  4.930000       0.138894      -0.213415       0.825711      -0.374110       0.825711      -0.748220
  4.935000       0.142980      -0.215265       0.808679      -0.365737       0.808679      -0.731474
  4.940000       0.146980      -0.217072       0.791423      -0.357245       0.791423      -0.714489
  4.945000       0.150894      -0.218837       0.773947      -0.348635       0.773947      -0.697270
  4.950000       0.154719      -0.220558       0.756257      -0.339911       0.756257      -0.679823
  4.955000       0.158456      -0.222236       0.738360      -0.331076       0.738360      -0.662152
  4.960000       0.162103      -0.223869       0.720261      -0.322132       0.720261      -0.644265
  4.965000       0.165658      -0.225457       0.701966      -0.313083       0.701966      -0.626166
  4.970000       0.169122      -0.227000       0.683480      -0.303931       0.683480      -0.607861
  4.975000       0.172493      -0.228496       0.664811      -0.294678       0.664811      -0.589357
  4.980000       0.175770      -0.229946       0.645963      -0.285329       0.645963      -0.570659
  4.985000       0.178952      -0.231349       0.626942      -0.275887       0.626942      -0.551773
  4.990000       0.182039      -0.232705       0.607755      -0.266353       0.607755      -0.532706
  4.995000       0.185029      -0.234013       0.588408      -0.256731       0.588408      -0.513462
  5.000000       0.187923      -0.235272       0.568906      -0.247025       0.568906      -0.494050
  5.005000       0.190718      -0.236483       0.549256      -0.237237       0.549256      -0.474473
  5.010000       0.193415      -0.237644       0.529464      -0.227370       0.529464      -0.454740
  5.015000       0.196013      -0.238757       0.509535      -0.217428       0.509535      -0.434855
  5.020000       0.198510      -0.239819       0.489475      -0.207413       0.489475      -0.414826
  5.025000       0.200907      -0.240831       0.469292      -0.197329       0.469292      -0.394658
  5.030000       0.203203      -0.241792       0.448990      -0.187179       0.448990      -0.374358
  5.035000       0.205397      -0.242702       0.428577      -0.176966       0.428577      -0.353933
  5.040000       0.207488      -0.243561       0.408057      -0.166694       0.408057      -0.333388
  5.045000       0.209477      -0.244369       0.387437      -0.156365       0.387437      -0.312730
  5.050000       0.211363      -0.245125       0.366724      -0.145982       0.366724      -0.291965
  5.055000       0.213144      -0.245829       0.345923      -0.135550       0.345923      -0.271100
  5.060000       0.214822      -0.246480       0.325040      -0.125071       0.325040      -0.250142
  5.065000       0.216395      -0.247079       0.304082      -0.114548       0.304082      -0.229097
  5.070000       0.217862      -0.247626       0.283055      -0.103985       0.283055      -0.207971
  5.075000       0.219225      -0.248119       0.261965      -0.093385       0.261965      -0.186771
  5.080000       0.220482      -0.248560       0.240817      -0.082752       0.240817      -0.165504
  5.085000       0.221633      -0.248947       0.219619      -0.072088       0.219619      -0.144175
  5.090000       0.222678      -0.249280       0.198376      -0.061396       0.198376      -0.122793
  5.095000       0.223617      -0.249561       0.177094      -0.050681       0.177094      -0.101362
  5.100000       0.224449      -0.249787       0.155780      -0.039946       0.155780      -0.079891
  5.105000       0.225175      -0.249960       0.134440      -0.029193       0.134440      -0.058385
  5.110000       0.225793      -0.250079       0.113079      -0.018426       0.113079      -0.036852
  5.115000       0.226305      -0.250144       0.091705      -0.007648       0.091705      -0.015297
  5.120000       0.226710      -0.250156       0.070322       0.003136       0.070322       0.006273
  5.125000       0.227009      -0.250113       0.048938       0.013925       0.048938       0.027850
  5.130000       0.227200      -0.250016       0.027558       0.024714       0.027558       0.049428
  5.135000       0.227284      -0.249866       0.006189       0.035499       0.006189       0.070999
  5.140000       0.227262      -0.249661      -0.015163       0.046278      -0.015163       0.092555
  5.145000       0.227133      -0.249403      -0.036491       0.057045      -0.036491       0.114091
  5.150000       0.226897      -0.249091      -0.057785       0.067799      -0.057785       0.135597
  5.155000       0.226555      -0.248725      -0.079037       0.078534      -0.079037       0.157067
  5.160000       0.226107      -0.248306      -0.100238       0.089247      -0.100238       0.178495
  5.165000       0.225552      -0.247833      -0.121379       0.099936      -0.121379       0.199871
  5.170000       0.224893      -0.247306      -0.142452       0.110595      -0.142452       0.221190
  5.175000       0.224128      -0.246727      -0.163447       0.121222      -0.163447       0.242443
  5.180000       0.223259      -0.246094      -0.184356       0.131812      -0.184356       0.263625
  5.185000       0.222285      -0.245409      -0.205171       0.142364      -0.205171       0.284727
  5.190000       0.221207      -0.244671      -0.225883       0.152872      -0.225883       0.305743
  5.195000       0.220026      -0.243880      -0.246484       0.163333      -0.246484       0.326665
  5.200000       0.218742      -0.243037      -0.266964       0.173744      -0.266964       0.347487
  5.205000       0.217357      -0.242143      -0.287317       0.184101      -0.287317       0.368202
  5.210000       0.215869      -0.241196      -0.307534       0.194401      -0.307534       0.388802
  5.215000       0.214282      -0.240199      -0.327606       0.204641      -0.327606       0.409281
  5.220000       0.212594      -0.239150      -0.347526       0.214816      -0.347526       0.429632
  5.225000       0.210807      -0.238051      -0.367285       0.224924      -0.367285       0.449848
  5.230000       0.208921      -0.236901      -0.386876       0.234961      -0.386876       0.469923
  5.235000       0.206938      -0.235701      -0.406291       0.244925      -0.406291       0.489849
  5.240000       0.204858      -0.234452      -0.425522       0.254810      -0.425522       0.509621
  5.245000       0.202683      -0.233153      -0.444561       0.264616      -0.444561       0.529231
  5.250000       0.200413      -0.231806      -0.463402       0.274337      -0.463402       0.548674
  5.255000       0.198050      -0.230410      -0.482037       0.283971      -0.482037       0.567943
  5.260000       0.195593      -0.228966      -0.500458       0.293515      -0.500458       0.587031
  5.265000       0.193045      -0.227475      -0.518659       0.302966      -0.518659       0.605933
  5.270000       0.190407      -0.225937      -0.536633       0.312321      -0.536633       0.624642
  5.275000       0.187679      -0.224352      -0.554372       0.321576      -0.554372       0.643152
  5.280000       0.184864      -0.222721      -0.571871       0.330729      -0.571871       0.661458
  5.285000       0.181961      -0.221045      -0.589121       0.339776      -0.589121       0.679552
